_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-12 20:26:00,-17.07,-26.16,0.0,-17.07,-26.16,0.0,0.0
2023-02-12 20:27:00,-17.15,-26.13,0.0,-17.15,-26.13,0.0,0.0
2023-02-12 20:28:00,-17.18,-26.13,0.0,-17.18,-26.13,0.0,0.0
2023-02-12 20:29:00,-17.2,-26.15,0.0,-17.2,-26.15,0.0,0.0
2023-02-12 20:30:00,-17.14,-26.12,0.0,-17.14,-26.12,0.0,0.0
2023-02-12 20:31:00,-17.16,-26.14,0.0,-17.16,-26.14,0.0,0.0
2023-02-12 20:32:00,-17.16,-26.13,0.0,-17.16,-26.13,0.0,0.0
2023-02-12 20:33:00,-17.09,-26.12,0.0,-17.09,-26.12,0.0,0.0
2023-02-12 20:34:00,-17.11,-26.09,0.0,-17.11,-26.09,0.0,0.0
