_c0,signal_std,signal_rad,signal_temperature,critere,pluie,baseline_std,baseline_rad,rainfall_db,rainfall_mmh,model,is_rain_assimilated
2022-12-16 12:19:00,-21.01534,-31.926563,42.75,7.612053e-07,0,-21.01534,-31.926563,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:20:00,-20.94858,-31.891762,42.1875,8.996784e-07,0,-20.94858,-31.891762,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:21:00,-20.872585,-31.850569,41.3125,1.1462299e-06,0,-20.872585,-31.850569,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:22:00,-20.882528,-31.813637,40.8125,1.632314e-06,0,-20.882528,-31.813637,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:23:00,-20.802273,-31.784517,40.3125,2.3487573e-06,0,-20.802273,-31.784517,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:24:00,-20.840626,-31.769602,40.125,3.2326138e-06,0,-20.840626,-31.769602,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:25:00,-20.832102,-31.751137,39.6875,3.945891e-06,0,-20.832102,-31.751137,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:26:00,-20.722729,-31.70568,39.1875,5.128182e-06,0,-20.722729,-31.70568,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:27:00,-20.775284,-31.682955,38.8125,6.6470266e-06,0,-20.775284,-31.682955,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:28:00,-20.780254,-31.662357,38.375,9.437154e-06,0,-20.780254,-31.662357,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:29:00,-20.64318,-31.630398,37.84375,1.621547e-05,0,-20.64318,-31.630398,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:30:00,-20.566479,-31.604118,37.34375,1.956418e-05,0,-20.566479,-31.604118,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:31:00,-20.530966,-31.572159,36.96875,2.8754657e-05,0,-20.530966,-31.572159,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:32:00,-20.648865,-31.583523,36.8125,3.97482e-05,0,-20.648865,-31.583523,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:33:00,-20.540909,-31.580683,36.84375,4.879377e-05,0,-20.540909,-31.580683,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:34:00,-20.656677,-31.589914,36.84375,4.9822378e-05,0,-20.656677,-31.589914,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:35:00,-20.641762,-31.57074,36.78125,5.1696523e-05,0,-20.641762,-31.57074,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:36:00,-20.498295,-31.557243,36.40625,5.679274e-05,0,-20.498295,-31.557243,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:37:00,-20.463493,-31.578552,36.5,5.79918e-05,0,-20.463493,-31.578552,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:38:00,-20.587074,-31.596306,36.9375,5.3325035e-05,0,-20.587074,-31.596306,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:39:00,-20.634659,-31.611221,37.21875,5.050784e-05,0,-20.634659,-31.611221,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:40:00,-20.630398,-31.628979,37.34375,4.4823573e-05,0,-20.630398,-31.628979,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:41:00,-20.728409,-31.623295,37.53125,4.045026e-05,0,-20.728409,-31.623295,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:42:00,-20.713493,-31.648155,37.90625,3.815332e-05,0,-20.713493,-31.648155,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:43:00,-20.697868,-31.680115,38.25,3.3521686e-05,0,-20.697868,-31.680115,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:44:00,-20.704262,-31.694317,38.4375,2.7361508e-05,0,-20.704262,-31.694317,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:45:00,-20.711365,-31.692188,38.5625,2.3898976e-05,0,-20.711365,-31.692188,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:46:00,-20.716335,-31.692188,38.90625,2.0440435e-05,0,-20.716335,-31.692188,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:47:00,-20.57074,-31.707813,38.9375,1.6465832e-05,0,-20.57074,-31.707813,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:48:00,-20.651705,-31.67443,38.96875,1.4629994e-05,0,-20.651705,-31.67443,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:49:00,-20.589205,-31.685085,38.875,1.4211637e-05,0,-20.589205,-31.685085,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:50:00,-20.596306,-31.690767,38.6875,1.5907812e-05,0,-20.596306,-31.690767,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:51:00,-20.678692,-31.673012,38.5,1.9015948e-05,0,-20.678692,-31.673012,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:52:00,-20.712784,-31.660227,38.21875,2.2779326e-05,0,-20.712784,-31.660227,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:53:00,-20.604118,-31.63963,37.96875,2.5190117e-05,0,-20.604118,-31.63963,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:54:00,-20.569319,-31.641762,37.8125,2.6439151e-05,0,-20.569319,-31.641762,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:55:00,-20.676563,-31.613354,37.65625,2.7274882e-05,0,-20.676563,-31.613354,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:56:00,-20.496876,-31.60625,37.3125,3.187328e-05,0,-20.496876,-31.60625,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:57:00,-20.623295,-31.577131,36.71875,4.325602e-05,0,-20.623295,-31.577131,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:58:00,-20.535229,-31.557243,36.125,7.37289e-05,0,-20.535229,-31.557243,0.0,0.0,dual_WUH_WLV,True
2022-12-16 12:59:00,-20.332813,-31.514631,35.71875,0.000106933454,0,-20.332813,-31.514631,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:00:00,-20.626846,-31.528126,35.5,0.0001603961,0,-20.626846,-31.528126,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:01:00,-20.371164,-31.521023,35.3125,0.00020310283,0,-20.371164,-31.521023,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:02:00,-20.566477,-31.480541,34.9375,0.00020697713,0,-20.566477,-31.480541,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:03:00,-20.425142,-31.48693,34.8125,0.00019025803,0,-20.425142,-31.48693,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:04:00,-20.413778,-31.489773,34.84375,0.00014725327,0,-20.413778,-31.489773,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:05:00,-20.404545,-31.494743,34.84375,8.894412e-05,0,-20.404545,-31.494743,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:06:00,-20.456392,-31.516052,35.0625,5.1475683e-05,0,-20.456392,-31.516052,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:07:00,-20.411648,-31.530256,35.28125,3.4910398e-05,0,-20.411648,-31.530256,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:08:00,-20.54517,-31.54446,35.53125,2.6315538e-05,0,-20.54517,-31.54446,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:09:00,-20.365482,-31.54304,35.5625,2.376998e-05,0,-20.365482,-31.54304,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:10:00,-20.474857,-31.537357,35.5625,2.3854278e-05,0,-20.474857,-31.537357,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:11:00,-20.435795,-31.57429,35.96875,2.3659028e-05,0,-20.435795,-31.57429,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:12:00,-20.558664,-31.564346,36.15625,1.9960287e-05,0,-20.558664,-31.564346,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:13:00,-20.489773,-31.554405,35.9375,1.7915285e-05,0,-20.489773,-31.554405,0.0,0.0,dual_WUH_WLV,True
2022-12-16 13:14:00,-20.454262,-31.525284,35.34375,1.7758754e-05,0,-20.454262,-31.525284,0.0,0.0,dual_WUH_WLV,True
