_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-18 18:31:00,-17.13,-26.25,0.0,-17.13,-26.25,0.0,0.0
2023-02-18 18:32:00,-17.06,-26.24,0.0,-17.06,-26.24,0.0,0.0
2023-02-18 18:33:00,-17.05,-26.24,0.0,-17.05,-26.24,0.0,0.0
2023-02-18 18:34:00,-17.13,-26.24,0.0,-17.13,-26.24,0.0,0.0
2023-02-18 18:35:00,-17.11,-26.23,0.0,-17.11,-26.23,0.0,0.0
2023-02-18 18:36:00,-17.04,-26.22,0.0,-17.04,-26.22,0.0,0.0
2023-02-18 18:37:00,-17.18,-26.24,0.0,-17.18,-26.24,0.0,0.0
2023-02-18 18:38:00,-17.06,-26.25,0.0,-17.06,-26.25,0.0,0.0
2023-02-18 18:39:00,-17.02,-26.22,0.0,-17.02,-26.22,0.0,0.0
