_c0,signal_std_final,signal_rad_final,pluie
2022-05-27T20:52:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:53:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:54:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:55:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:56:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:57:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:58:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T20:59:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:00:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:01:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:02:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:03:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:04:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:05:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:06:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:07:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:08:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:09:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:10:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:11:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:12:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:13:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:14:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:15:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:16:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:17:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:18:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:19:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:20:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:21:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:22:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:23:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:24:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:25:00.000+02:00,-22.4451465,-29.50019,0
2022-05-27T21:26:00.000+02:00,-22.4451465,-29.50019,0
