_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-18 08:23:00,-17.35,-26.1,0.0,-17.35,-26.1,0.0,0.0
2023-02-18 08:24:00,-17.39,-26.11,0.0,-17.39,-26.11,0.0,0.0
2023-02-18 08:25:00,-17.36,-26.11,0.0,-17.36,-26.11,0.0,0.0
2023-02-18 08:26:00,-17.34,-26.1,0.0,-17.34,-26.1,0.0,0.0
2023-02-18 08:27:00,-17.41,-26.12,0.0,-17.41,-26.12,0.0,0.0
2023-02-18 08:28:00,-17.39,-26.13,0.0,-17.39,-26.13,0.0,0.0
2023-02-18 08:29:00,-17.37,-26.13,0.0,-17.37,-26.13,0.0,0.0
2023-02-18 08:30:00,-17.41,-26.12,0.0,-17.41,-26.12,0.0,0.0
