_c0,signal_std,signal_rad,pluie
2022-11-26T00:39:00.000+01:00,-19.966335,-31.055824,0
2022-11-26T00:40:00.000+01:00,-20.055824,-31.059376,0
2022-11-26T00:41:00.000+01:00,-19.969887,-31.059376,0
2022-11-26T00:42:00.000+01:00,-19.89318,-31.062216,0
2022-11-26T00:43:00.000+01:00,-19.939346,-31.057243,0
2022-11-26T00:44:00.000+01:00,-19.910938,-31.056534,0
2022-11-26T00:45:00.000+01:00,-19.902414,-31.056534,0
2022-11-26T00:46:00.000+01:00,-19.907387,-31.055824,0
2022-11-26T00:47:00.000+01:00,-19.965626,-31.058664,0
2022-11-26T00:48:00.000+01:00,-19.943607,-31.04943,0
2022-11-26T00:49:00.000+01:00,-19.910938,-31.053692,0
2022-11-26T00:50:00.000+01:00,-20.003979,-31.052273,0
2022-11-26T00:51:00.000+01:00,-19.937216,-31.048012,0
2022-11-26T00:52:00.000+01:00,-19.9152,-31.057243,0
2022-11-26T00:53:00.000+01:00,-19.930115,-31.052982,0
2022-11-26T00:54:00.000+01:00,-19.939346,-31.055115,0
2022-11-26T00:55:00.000+01:00,-19.88821,-31.04446,0
2022-11-26T00:56:00.000+01:00,-19.959232,-31.054403,0
2022-11-26T00:57:00.000+01:00,-19.932953,-31.053692,0
2022-11-26T00:58:00.000+01:00,-19.957102,-31.062927,0
2022-11-26T00:59:00.000+01:00,-19.891052,-31.050852,0
2022-11-26T01:00:00.000+01:00,-20.000427,-31.054403,0
2022-11-26T01:01:00.000+01:00,-19.884659,-31.051563,0
2022-11-26T01:02:00.000+01:00,-19.968466,-31.059376,0
2022-11-26T01:03:00.000+01:00,-19.906677,-31.047302,0
2022-11-26T01:04:00.000+01:00,-19.97699,-31.051563,0
2022-11-26T01:05:00.000+01:00,-19.931534,-31.050142,0
2022-11-26T01:06:00.000+01:00,-19.94929,-31.065056,0
2022-11-26T01:07:00.000+01:00,-19.907387,-31.054403,0
2022-11-26T01:08:00.000+01:00,-20.041618,-31.054403,0
2022-11-26T01:09:00.000+01:00,-19.921593,-31.057243,0
2022-11-26T01:10:00.000+01:00,-19.940056,-31.055115,0
2022-11-26T01:11:00.000+01:00,-19.903835,-31.056534,0
2022-11-26T01:12:00.000+01:00,-19.943607,-31.057243,0
2022-11-26T01:13:00.000+01:00,-19.882528,-31.055824,0
2022-11-26T01:14:00.000+01:00,-19.943607,-31.038778,0
2022-11-26T01:15:00.000+01:00,-19.98125,-31.07074,0
2022-11-26T01:16:00.000+01:00,-19.892471,-31.04446,0
2022-11-26T01:17:00.000+01:00,-19.869743,-31.055115,0
2022-11-26T01:18:00.000+01:00,-19.934376,-31.052273,0
2022-11-26T01:19:00.000+01:00,-19.85696,-31.060795,0
2022-11-26T01:20:00.000+01:00,-19.98338,-31.052273,0
2022-11-26T01:21:00.000+01:00,-19.9152,-31.050142,0
2022-11-26T01:22:00.000+01:00,-19.88395,-31.041618,0
2022-11-26T01:23:00.000+01:00,-19.992615,-31.056534,0
2022-11-26T01:24:00.000+01:00,-19.866903,-31.04588,0
2022-11-26T01:25:00.000+01:00,-19.913778,-31.061506,0
2022-11-26T01:26:00.000+01:00,-19.911648,-31.053692,0
2022-11-26T01:27:00.000+01:00,-19.937218,-31.058664,0
2022-11-26T01:28:00.000+01:00,-19.940767,-31.057953,0
2022-11-26T01:29:00.000+01:00,-19.925142,-31.04588,0
2022-11-26T01:30:00.000+01:00,-19.91378,-31.051563,0
2022-11-26T01:31:00.000+01:00,-19.996876,-31.04659,0
2022-11-26T01:32:00.000+01:00,-19.89389,-31.04233,0
2022-11-26T01:33:00.000+01:00,-19.89318,-31.062927,0
2022-11-26T01:34:00.000+01:00,-19.952131,-31.047302,0
2022-11-26T01:35:00.000+01:00,-19.809376,-31.051563,0
2022-11-26T01:36:00.000+01:00,-19.9152,-31.04588,0
2022-11-26T01:37:00.000+01:00,-19.98125,-31.034517,0
2022-11-26T01:38:00.000+01:00,-19.940767,-31.046593,0
2022-11-26T01:39:00.000+01:00,-19.908806,-31.036648,0
2022-11-26T01:40:00.000+01:00,-19.899574,-31.040909,0
2022-11-26T01:41:00.000+01:00,-19.92017,-31.04659,0
2022-11-26T01:42:00.000+01:00,-19.927273,-31.04446,0
2022-11-26T01:43:00.000+01:00,-19.942898,-31.053692,0
2022-11-26T01:44:00.000+01:00,-19.871876,-31.057243,0
2022-11-26T01:45:00.000+01:00,-19.878979,-31.050142,0
2022-11-26T01:46:00.000+01:00,-19.89318,-31.045881,0
2022-11-26T01:47:00.000+01:00,-19.922302,-31.04943,0
2022-11-26T01:48:00.000+01:00,-19.891052,-31.04943,0
2022-11-26T01:49:00.000+01:00,-19.891052,-31.050852,0
2022-11-26T01:50:00.000+01:00,-19.893892,-31.048721,0
2022-11-26T01:51:00.000+01:00,-19.896732,-31.04446,0
2022-11-26T01:52:00.000+01:00,-19.863354,-31.055824,0
2022-11-26T01:53:00.000+01:00,-19.936506,-31.048721,0
2022-11-26T01:54:00.000+01:00,-19.867615,-31.057955,0
2022-11-26T01:55:00.000+01:00,-19.873295,-31.060795,0
