_c0,signal_std,signal_rad,pluie
2022-12-11T23:59:00.000+01:00,-19.895313,-31.082813,0
2022-12-12T00:00:00.000+01:00,-19.91875,-31.067188,0
2022-12-12T00:01:00.000+01:00,-19.874006,-31.07571,0
2022-12-12T00:02:00.000+01:00,-19.91875,-31.075,0
2022-12-12T00:03:00.000+01:00,-19.947868,-31.07145,0
2022-12-12T00:04:00.000+01:00,-19.967045,-31.08139,0
2022-12-12T00:05:00.000+01:00,-19.92017,-31.08068,0
2022-12-12T00:06:00.000+01:00,-19.895313,-31.07074,0
2022-12-12T00:07:00.000+01:00,-19.907387,-31.078552,0
2022-12-12T00:08:00.000+01:00,-19.910938,-31.08068,0
2022-12-12T00:09:00.000+01:00,-19.911648,-31.062216,0
2022-12-12T00:10:00.000+01:00,-19.969887,-31.061504,0
2022-12-12T00:11:00.000+01:00,-19.935795,-31.066477,0
2022-12-12T00:12:00.000+01:00,-19.820028,-31.079971,0
2022-12-12T00:13:00.000+01:00,-19.967045,-31.082104,0
2022-12-12T00:14:00.000+01:00,-19.891052,-31.072159,0
2022-12-12T00:15:00.000+01:00,-19.95071,-31.079971,0
2022-12-12T00:16:00.000+01:00,-19.937927,-31.072868,0
2022-12-12T00:17:00.000+01:00,-19.92443,-31.08068,0
2022-12-12T00:18:00.000+01:00,-19.934376,-31.07571,0
2022-12-12T00:19:00.000+01:00,-19.926563,-31.079262,0
2022-12-12T00:20:00.000+01:00,-19.894602,-31.079971,0
2022-12-12T00:21:00.000+01:00,-19.935085,-31.08139,0
2022-12-12T00:22:00.000+01:00,-19.954971,-31.075,0
2022-12-12T00:23:00.000+01:00,-19.874718,-31.07571,0
2022-12-12T00:24:00.000+01:00,-19.867615,-31.082813,0
2022-12-12T00:25:00.000+01:00,-19.959232,-31.07784,0
2022-12-12T00:26:00.000+01:00,-19.922302,-31.07358,0
2022-12-12T00:27:00.000+01:00,-19.925852,-31.075,0
2022-12-12T00:28:00.000+01:00,-19.910227,-31.082104,0
2022-12-12T00:29:00.000+01:00,-19.89318,-31.087784,0
2022-12-12T00:30:00.000+01:00,-19.909515,-31.08068,0
2022-12-12T00:31:00.000+01:00,-19.896732,-31.079971,0
2022-12-12T00:32:00.000+01:00,-19.92443,-31.079262,0
2022-12-12T00:33:00.000+01:00,-19.907387,-31.079971,0
2022-12-12T00:34:00.000+01:00,-19.862642,-31.08139,0
2022-12-12T00:35:00.000+01:00,-19.91449,-31.07571,0
2022-12-12T00:36:00.000+01:00,-19.878267,-31.07145,0
2022-12-12T00:37:00.000+01:00,-19.864773,-31.070028,0
2022-12-12T00:38:00.000+01:00,-19.927982,-31.081392,0
2022-12-12T00:39:00.000+01:00,-19.874716,-31.082813,0
2022-12-12T00:40:00.000+01:00,-19.908806,-31.07713,0
2022-12-12T00:41:00.000+01:00,-19.867615,-31.069317,0
2022-12-12T00:42:00.000+01:00,-19.89318,-31.067898,0
2022-12-12T00:43:00.000+01:00,-19.89318,-31.064346,0
2022-12-12T00:44:00.000+01:00,-19.905254,-31.067898,0
