_c0,signal_std,signal_rad,pluie
2022-11-19T01:59:00.000+01:00,-19.865482,-31.124716,0
2022-11-19T02:00:00.000+01:00,-19.866903,-31.119034,0
2022-11-19T02:01:00.000+01:00,-19.894604,-31.127556,0
2022-11-19T02:02:00.000+01:00,-19.82074,-31.13395,0
2022-11-19T02:03:00.000+01:00,-19.866192,-31.130398,0
2022-11-19T02:04:00.000+01:00,-19.804403,-31.127556,0
2022-11-19T02:05:00.000+01:00,-19.860512,-31.131817,0
2022-11-19T02:06:00.000+01:00,-19.884659,-31.1375,0
2022-11-19T02:07:00.000+01:00,-19.8527,-31.14034,0
2022-11-19T02:08:00.000+01:00,-19.814346,-31.13821,0
2022-11-19T02:09:00.000+01:00,-19.866192,-31.13395,0
2022-11-19T02:10:00.000+01:00,-19.872585,-31.13395,0
2022-11-19T02:11:00.000+01:00,-19.88821,-31.123295,0
2022-11-19T02:12:00.000+01:00,-19.903126,-31.13892,0
2022-11-19T02:13:00.000+01:00,-19.83068,-31.13395,0
2022-11-19T02:14:00.000+01:00,-19.844887,-31.126846,0
2022-11-19T02:15:00.000+01:00,-19.874006,-31.114773,0
2022-11-19T02:16:00.000+01:00,-19.85838,-31.132528,0
2022-11-19T02:17:00.000+01:00,-19.809376,-31.119034,0
2022-11-19T02:18:00.000+01:00,-19.846306,-31.128265,0
2022-11-19T02:19:00.000+01:00,-19.85128,-31.129688,0
2022-11-19T02:20:00.000+01:00,-19.823578,-31.121164,0
2022-11-19T02:21:00.000+01:00,-19.803694,-31.121164,0
2022-11-19T02:22:00.000+01:00,-19.6652,-31.120455,0
2022-11-19T02:23:00.000+01:00,-19.884659,-31.114063,0
2022-11-19T02:24:00.000+01:00,-19.82358,-31.116194,0
2022-11-19T02:25:00.000+01:00,-19.876846,-31.10625,0
2022-11-19T02:26:00.000+01:00,-19.843466,-31.094177,0
2022-11-19T02:27:00.000+01:00,-19.875427,-31.104118,0
2022-11-19T02:28:00.000+01:00,-19.809376,-31.111221,0
2022-11-19T02:29:00.000+01:00,-19.778835,-31.114063,0
2022-11-19T02:30:00.000+01:00,-19.708523,-31.121164,0
2022-11-19T02:31:00.000+01:00,-19.771732,-31.114773,0
2022-11-19T02:32:00.000+01:00,-19.814346,-31.100567,0
2022-11-19T02:33:00.000+01:00,-19.783096,-31.101988,0
2022-11-19T02:34:00.000+01:00,-19.829262,-31.104828,0
2022-11-19T02:35:00.000+01:00,-19.841335,-31.091335,0
2022-11-19T02:36:00.000+01:00,-19.834232,-31.089205,0
2022-11-19T02:37:00.000+01:00,-19.866905,-31.093466,0
2022-11-19T02:38:00.000+01:00,-19.78949,-31.087074,0
2022-11-19T02:39:00.000+01:00,-19.866903,-31.10199,0
2022-11-19T02:40:00.000+01:00,-19.928692,-31.097017,0
2022-11-19T02:41:00.000+01:00,-19.790909,-31.094887,0
2022-11-19T02:42:00.000+01:00,-19.82784,-31.07429,0
2022-11-19T02:43:00.000+01:00,-19.860512,-31.07429,0
2022-11-19T02:44:00.000+01:00,-19.755398,-31.07571,0
2022-11-19T02:45:00.000+01:00,-19.91946,-31.082813,0
2022-11-19T02:46:00.000+01:00,-19.810795,-31.035938,0
2022-11-19T02:47:00.000+01:00,-19.886791,-31.020313,0
2022-11-19T02:48:00.000+01:00,-19.957813,-31.04446,0
2022-11-19T02:49:00.000+01:00,-19.801563,-31.077131,0
2022-11-19T02:50:00.000+01:00,-19.7973,-31.063637,0
2022-11-19T02:51:00.000+01:00,-19.925852,-31.048012,0
2022-11-19T02:52:00.000+01:00,-19.865482,-31.037357,0
2022-11-19T02:53:00.000+01:00,-19.780256,-31.048012,0
2022-11-19T02:54:00.000+01:00,-19.866903,-31.062927,0
2022-11-19T02:55:00.000+01:00,-19.866194,-31.072868,0
2022-11-19T02:56:00.000+01:00,-19.842045,-31.068607,0
2022-11-19T02:57:00.000+01:00,-19.815767,-31.025284,0
2022-11-19T02:58:00.000+01:00,-20.079971,-31.023865,0
2022-11-19T02:59:00.000+01:00,-19.903835,-31.023153,0
2022-11-19T03:00:00.000+01:00,-19.82145,-31.04943,0
2022-11-19T03:01:00.000+01:00,-19.912357,-31.079971,0
2022-11-19T03:02:00.000+01:00,-19.842045,-31.069317,0
2022-11-19T03:03:00.000+01:00,-19.902416,-31.067188,0
2022-11-19T03:04:00.000+01:00,-19.844887,-31.070028,0
2022-11-19T03:05:00.000+01:00,-19.814346,-31.062218,0
2022-11-19T03:06:00.000+01:00,-19.881107,-31.061504,1
2022-11-19T03:07:00.000+01:00,-19.85554,-31.060795,1
2022-11-19T03:08:00.000+01:00,-19.942188,-31.030256,1
2022-11-19T03:09:00.000+01:00,-19.751137,-30.976278,1
2022-11-19T03:10:00.000+01:00,-19.926563,-30.98196,1
2022-11-19T03:11:00.000+01:00,-19.98409,-30.953552,1
2022-11-19T03:12:00.000+01:00,-20.00824,-30.935085,1
2022-11-19T03:13:00.000+01:00,-20.018892,-30.91946,1
2022-11-19T03:14:00.000+01:00,-20.131107,-30.923012,1
2022-11-19T03:15:00.000+01:00,-19.968466,-30.927273,1
2022-11-19T03:16:00.000+01:00,-19.95,-30.900284,1
2022-11-19T03:17:00.000+01:00,-20.211365,-30.880398,1
2022-11-19T03:18:00.000+01:00,-20.197159,-30.874716,1
2022-11-19T03:19:00.000+01:00,-19.972729,-30.88324,1
2022-11-19T03:20:00.000+01:00,-20.020313,-30.85625,1
2022-11-19T03:21:00.000+01:00,-19.95284,-30.8875,1
2022-11-19T03:22:00.000+01:00,-20.109802,-30.906677,1
2022-11-19T03:23:00.000+01:00,-19.85838,-30.900284,1
2022-11-19T03:24:00.000+01:00,-20.010368,-30.873295,1
2022-11-19T03:25:00.000+01:00,-20.113354,-30.7902,1
2022-11-19T03:26:00.000+01:00,-20.261791,-30.676563,1
2022-11-19T03:27:00.000+01:00,-20.105541,-30.658096,1
2022-11-19T03:28:00.000+01:00,-20.185795,-30.60696,1
2022-11-19T03:29:00.000+01:00,-20.17514,-30.48764,1
2022-11-19T03:30:00.000+01:00,-20.245453,-30.553694,1
2022-11-19T03:31:00.000+01:00,-20.216335,-30.57784,1
2022-11-19T03:32:00.000+01:00,-20.150284,-30.620455,1
2022-11-19T03:33:00.000+01:00,-19.975569,-30.63324,1
2022-11-19T03:34:00.000+01:00,-20.091335,-30.625427,1
2022-11-19T03:35:00.000+01:00,-20.115482,-30.599148,1
2022-11-19T03:36:00.000+01:00,-20.225567,-30.531677,1
2022-11-19T03:37:00.000+01:00,-20.212074,-30.563637,1
2022-11-19T03:38:00.000+01:00,-20.23125,-30.580683,1
