_c0,signal_std,signal_rad,pluie
2022-12-18T22:39:00.000+01:00,-20.035938,-30.8875,0
2022-12-18T22:40:00.000+01:00,-19.904545,-30.88324,0
2022-12-18T22:41:00.000+01:00,-19.947159,-30.876137,0
2022-12-18T22:42:00.000+01:00,-19.95568,-30.893892,0
2022-12-18T22:43:00.000+01:00,-20.01108,-30.88608,0
2022-12-18T22:44:00.000+01:00,-19.959942,-30.910229,0
2022-12-18T22:45:00.000+01:00,-19.999716,-30.901705,0
2022-12-18T22:46:00.000+01:00,-20.01321,-30.891762,0
2022-12-18T22:47:00.000+01:00,-19.92159,-30.909517,0
2022-12-18T22:48:00.000+01:00,-20.016052,-30.900995,0
2022-12-18T22:49:00.000+01:00,-19.960653,-30.900284,0
2022-12-18T22:50:00.000+01:00,-19.874004,-30.896023,0
2022-12-18T22:51:00.000+01:00,-19.849148,-30.921593,0
2022-12-18T22:52:00.000+01:00,-19.892471,-30.92088,0
2022-12-18T22:53:00.000+01:00,-19.95568,-30.905256,0
2022-12-18T22:54:00.000+01:00,-19.971308,-30.91449,0
2022-12-18T22:55:00.000+01:00,-20.022442,-30.905254,0
2022-12-18T22:56:00.000+01:00,-19.904545,-30.925142,0
2022-12-18T22:57:00.000+01:00,-20.04943,-30.923012,0
2022-12-18T22:58:00.000+01:00,-20.060085,-30.894602,0
2022-12-18T22:59:00.000+01:00,-19.818607,-30.903835,0
2022-12-18T23:00:00.000+01:00,-19.965626,-30.908806,0
2022-12-18T23:01:00.000+01:00,-20.062927,-30.904545,0
2022-12-18T23:02:00.000+01:00,-19.969177,-30.902416,0
2022-12-18T23:03:00.000+01:00,-19.978409,-30.923012,0
2022-12-18T23:04:00.000+01:00,-20.030966,-30.905966,0
2022-12-18T23:05:00.000+01:00,-19.924433,-30.910227,0
2022-12-18T23:06:00.000+01:00,-20.07074,-30.910229,0
2022-12-18T23:07:00.000+01:00,-20.113354,-30.916618,0
2022-12-18T23:08:00.000+01:00,-19.932955,-30.91946,0
2022-12-18T23:09:00.000+01:00,-20.028835,-30.927982,0
2022-12-18T23:10:00.000+01:00,-19.991903,-30.913778,0
2022-12-18T23:11:00.000+01:00,-19.907387,-30.903835,0
2022-12-18T23:12:00.000+01:00,-20.07642,-30.91733,0
2022-12-18T23:13:00.000+01:00,-19.953552,-30.894604,0
2022-12-18T23:14:00.000+01:00,-19.935795,-30.908806,0
2022-12-18T23:15:00.000+01:00,-20.007528,-30.895313,0
2022-12-18T23:16:00.000+01:00,-19.930824,-30.895313,0
2022-12-18T23:17:00.000+01:00,-20.057243,-30.902414,0
2022-12-18T23:18:00.000+01:00,-19.971306,-30.927982,0
2022-12-18T23:19:00.000+01:00,-20.13608,-30.926563,0
2022-12-18T23:20:00.000+01:00,-20.003979,-30.934376,0
2022-12-18T23:21:00.000+01:00,-19.9777,-30.942898,0
2022-12-18T23:22:00.000+01:00,-19.991903,-30.925142,0
2022-12-18T23:23:00.000+01:00,-19.906677,-30.904545,0
2022-12-18T23:24:00.000+01:00,-20.07784,-30.891762,0
2022-12-18T23:25:00.000+01:00,-20.089916,-30.900995,0
2022-12-18T23:26:00.000+01:00,-19.910229,-30.88395,0
2022-12-18T23:27:00.000+01:00,-20.065765,-30.866192,0
2022-12-18T23:28:00.000+01:00,-19.991903,-30.925852,0
2022-12-18T23:29:00.000+01:00,-19.909517,-30.89034,0
2022-12-18T23:30:00.000+01:00,-20.14034,-30.861221,1
2022-12-18T23:31:00.000+01:00,-19.82713,-30.85554,1
2022-12-18T23:32:00.000+01:00,-19.941479,-30.847017,1
2022-12-18T23:33:00.000+01:00,-19.88821,-30.83068,1
2022-12-18T23:34:00.000+01:00,-20.186506,-30.780966,1
2022-12-18T23:35:00.000+01:00,-20.378267,-30.707104,1
2022-12-18T23:36:00.000+01:00,-20.011791,-30.60696,1
2022-12-18T23:37:00.000+01:00,-20.554403,-30.36193,1
2022-12-18T23:38:00.000+01:00,-20.528835,-30.282387,1
2022-12-18T23:39:00.000+01:00,-20.655966,-30.192898,1
2022-12-18T23:40:00.000+01:00,-20.817898,-30.01179,1
2022-12-18T23:41:00.000+01:00,-20.675854,-30.010368,1
2022-12-18T23:42:00.000+01:00,-20.39034,-30.1375,1
2022-12-18T23:43:00.000+01:00,-20.495455,-30.251137,1
2022-12-18T23:44:00.000+01:00,-20.503267,-30.259659,1
2022-12-18T23:45:00.000+01:00,-20.537357,-30.20142,1
2022-12-18T23:46:00.000+01:00,-20.54446,-30.244034,1
2022-12-18T23:47:00.000+01:00,-20.280256,-30.32784,1
2022-12-18T23:48:00.000+01:00,-20.441479,-30.23409,1
2022-12-18T23:49:00.000+01:00,-20.285227,-30.35696,1
2022-12-18T23:50:00.000+01:00,-19.989063,-30.499716,1
2022-12-18T23:51:00.000+01:00,-20.052982,-30.528126,1
2022-12-18T23:52:00.000+01:00,-20.04517,-30.57145,1
2022-12-18T23:53:00.000+01:00,-20.065056,-30.63395,1
2022-12-18T23:54:00.000+01:00,-19.942188,-30.653835,1
2022-12-18T23:55:00.000+01:00,-19.966335,-30.658096,1
2022-12-18T23:56:00.000+01:00,-19.959232,-30.647442,1
2022-12-18T23:57:00.000+01:00,-20.00895,-30.649574,1
2022-12-18T23:58:00.000+01:00,-20.097017,-30.69645,1
2022-12-18T23:59:00.000+01:00,-19.749716,-30.72983,1
2022-12-19T00:00:00.000+01:00,-19.82074,-30.70568,0
2022-12-19T00:01:00.000+01:00,-19.92159,-30.710653,0
2022-12-19T00:02:00.000+01:00,-19.920881,-30.697159,0
2022-12-19T00:03:00.000+01:00,-19.879688,-30.69858,0
2022-12-19T00:04:00.000+01:00,-19.910938,-30.687927,0
2022-12-19T00:05:00.000+01:00,-19.864063,-30.706392,0
2022-12-19T00:06:00.000+01:00,-19.922302,-30.689346,0
2022-12-19T00:07:00.000+01:00,-19.88892,-30.663069,0
2022-12-19T00:08:00.000+01:00,-19.956392,-30.64389,1
2022-12-19T00:09:00.000+01:00,-19.697159,-30.631107,1
2022-12-19T00:10:00.000+01:00,-19.88679,-30.634659,1
2022-12-19T00:11:00.000+01:00,-19.92159,-30.614773,1
2022-12-19T00:12:00.000+01:00,-19.993324,-30.57074,1
2022-12-19T00:13:00.000+01:00,-20.021732,-30.559376,1
2022-12-19T00:14:00.000+01:00,-19.896023,-30.565767,1
2022-12-19T00:15:00.000+01:00,-19.962784,-30.550142,1
2022-12-19T00:16:00.000+01:00,-20.04375,-30.50895,1
2022-12-19T00:17:00.000+01:00,-20.147442,-30.499716,1
2022-12-19T00:18:00.000+01:00,-19.905966,-30.497585,1
2022-12-19T00:19:00.000+01:00,-20.07571,-30.523155,1
2022-12-19T00:20:00.000+01:00,-19.988352,-30.523865,1
2022-12-19T00:21:00.000+01:00,-20.124716,-30.492615,1
2022-12-19T00:22:00.000+01:00,-20.302273,-30.339914,1
2022-12-19T00:23:00.000+01:00,-20.278126,-30.261791,1
2022-12-19T00:24:00.000+01:00,-20.225567,-30.297302,1
2022-12-19T00:25:00.000+01:00,-20.173012,-30.319319,1
2022-12-19T00:26:00.000+01:00,-20.312218,-30.343468,1
2022-12-19T00:27:00.000+01:00,-20.140343,-30.407387,1
2022-12-19T00:28:00.000+01:00,-20.10838,-30.564346,1
2022-12-19T00:29:00.000+01:00,-20.13821,-30.517471,1
2022-12-19T00:30:00.000+01:00,-20.286648,-30.380398,1
2022-12-19T00:31:00.000+01:00,-20.243324,-30.349857,1
2022-12-19T00:32:00.000+01:00,-20.377556,-30.283806,1
2022-12-19T00:33:00.000+01:00,-20.19574,-30.38537,1
2022-12-19T00:34:00.000+01:00,-20.276703,-30.404545,1
2022-12-19T00:35:00.000+01:00,-20.20142,-30.423012,1
2022-12-19T00:36:00.000+01:00,-20.195028,-30.395313,1
2022-12-19T00:37:00.000+01:00,-20.19574,-30.464205,1
2022-12-19T00:38:00.000+01:00,-20.160938,-30.528126,1
2022-12-19T00:39:00.000+01:00,-20.020313,-30.641052,1
2022-12-19T00:40:00.000+01:00,-20.034515,-30.663778,1
2022-12-19T00:41:00.000+01:00,-19.98693,-30.67443,1
2022-12-19T00:42:00.000+01:00,-19.974857,-30.717756,1
2022-12-19T00:43:00.000+01:00,-19.967754,-30.736221,1
2022-12-19T00:44:00.000+01:00,-19.869034,-30.756107,1
2022-12-19T00:45:00.000+01:00,-19.822159,-30.778126,1
2022-12-19T00:46:00.000+01:00,-19.849857,-30.783806,1
