_c0,signal_std,signal_rad,pluie
2022-11-19T18:39:00.000+01:00,-20.579262,-30.125427,1
2022-11-19T18:40:00.000+01:00,-20.69929,-30.065056,1
2022-11-19T18:41:00.000+01:00,-20.60483,-30.11193,1
2022-11-19T18:42:00.000+01:00,-20.509659,-30.225569,1
2022-11-19T18:43:00.000+01:00,-20.399574,-30.340626,1
2022-11-19T18:44:00.000+01:00,-20.344887,-30.409515,1
2022-11-19T18:45:00.000+01:00,-20.243324,-30.503979,1
2022-11-19T18:46:00.000+01:00,-20.142471,-30.591335,1
2022-11-19T18:47:00.000+01:00,-20.142471,-30.66875,1
2022-11-19T18:48:00.000+01:00,-20.029545,-30.725567,1
2022-11-19T18:49:00.000+01:00,-20.112642,-30.760368,1
2022-11-19T18:50:00.000+01:00,-20.07642,-30.745455,0
2022-11-19T18:51:00.000+01:00,-20.025284,-30.7625,0
2022-11-19T18:52:00.000+01:00,-20.039488,-30.75895,0
2022-11-19T18:53:00.000+01:00,-20.036648,-30.777416,0
2022-11-19T18:54:00.000+01:00,-20.067898,-30.783096,0
2022-11-19T18:55:00.000+01:00,-20.07358,-30.802982,0
2022-11-19T18:56:00.000+01:00,-20.082813,-30.820028,0
2022-11-19T18:57:00.000+01:00,-20.067188,-30.838493,0
2022-11-19T18:58:00.000+01:00,-20.021732,-30.847729,0
2022-11-19T18:59:00.000+01:00,-19.992613,-30.832104,0
2022-11-19T19:00:00.000+01:00,-20.001846,-30.841335,0
2022-11-19T19:01:00.000+01:00,-20.038778,-30.841335,0
2022-11-19T19:02:00.000+01:00,-20.055115,-30.842045,0
2022-11-19T19:03:00.000+01:00,-20.028126,-30.851278,0
2022-11-19T19:04:00.000+01:00,-20.04659,-30.843466,0
2022-11-19T19:05:00.000+01:00,-20.035227,-30.854118,0
2022-11-19T19:06:00.000+01:00,-20.009659,-30.848438,0
2022-11-19T19:07:00.000+01:00,-20.01108,-30.867615,0
2022-11-19T19:08:00.000+01:00,-20.018892,-30.85625,0
2022-11-19T19:09:00.000+01:00,-20.065767,-30.86193,0
2022-11-19T19:10:00.000+01:00,-20.062927,-30.871876,0
2022-11-19T19:11:00.000+01:00,-20.033096,-30.870455,0
2022-11-19T19:12:00.000+01:00,-20.056534,-30.881817,0
2022-11-19T19:13:00.000+01:00,-19.957813,-30.898865,0
2022-11-19T19:14:00.000+01:00,-20.060795,-30.900993,0
2022-11-19T19:15:00.000+01:00,-20.041618,-30.894602,0
2022-11-19T19:16:00.000+01:00,-20.068607,-30.913778,0
2022-11-19T19:17:00.000+01:00,-19.954971,-30.898153,0
2022-11-19T19:18:00.000+01:00,-19.994034,-30.895313,0
2022-11-19T19:19:00.000+01:00,-19.960653,-30.910227,0
2022-11-19T19:20:00.000+01:00,-19.971306,-30.904545,0
2022-11-19T19:21:00.000+01:00,-20.083523,-30.908808,0
2022-11-19T19:22:00.000+01:00,-20.001846,-30.913067,0
2022-11-19T19:23:00.000+01:00,-20.03949,-30.891762,0
2022-11-19T19:24:00.000+01:00,-20.01392,-30.907387,0
2022-11-19T19:25:00.000+01:00,-19.989063,-30.915909,0
2022-11-19T19:26:00.000+01:00,-20.112642,-30.92017,0
2022-11-19T19:27:00.000+01:00,-19.976278,-30.928694,0
2022-11-19T19:28:00.000+01:00,-20.023865,-30.927273,0
2022-11-19T19:29:00.000+01:00,-20.01534,-30.926563,0
2022-11-19T19:30:00.000+01:00,-19.98409,-30.911648,0
2022-11-19T19:31:00.000+01:00,-20.078552,-30.91875,0
2022-11-19T19:32:00.000+01:00,-20.01818,-30.911648,0
2022-11-19T19:33:00.000+01:00,-20.092045,-30.912357,0
2022-11-19T19:34:00.000+01:00,-20.060085,-30.913778,0
2022-11-19T19:35:00.000+01:00,-20.003267,-30.906677,0
2022-11-19T19:36:00.000+01:00,-20.01534,-30.909517,0
2022-11-19T19:37:00.000+01:00,-20.065056,-30.903835,0
2022-11-19T19:38:00.000+01:00,-19.987642,-30.908806,0
2022-11-19T19:39:00.000+01:00,-20.016762,-30.897444,0
2022-11-19T19:40:00.000+01:00,-20.043041,-30.885368,0
2022-11-19T19:41:00.000+01:00,-20.038069,-30.881819,0
2022-11-19T19:42:00.000+01:00,-20.006107,-30.884659,0
2022-11-19T19:43:00.000+01:00,-20.018892,-30.88821,0
2022-11-19T19:44:00.000+01:00,-20.021732,-30.899574,0
2022-11-19T19:45:00.000+01:00,-20.062925,-30.900284,0
2022-11-19T19:46:00.000+01:00,-20.042328,-30.903835,0
2022-11-19T19:47:00.000+01:00,-19.979118,-30.898153,0
2022-11-19T19:48:00.000+01:00,-20.023155,-30.88679,0
2022-11-19T19:49:00.000+01:00,-20.07642,-30.88821,0
2022-11-19T19:50:00.000+01:00,-20.065056,-30.886078,0
2022-11-19T19:51:00.000+01:00,-20.028126,-30.896023,0
2022-11-19T19:52:00.000+01:00,-19.970596,-30.905966,0
2022-11-19T19:53:00.000+01:00,-20.021732,-30.92017,0
2022-11-19T19:54:00.000+01:00,-19.967045,-30.935085,0
2022-11-19T19:55:00.000+01:00,-19.979118,-30.945028,0
2022-11-19T19:56:00.000+01:00,-20.048012,-30.945738,0
2022-11-19T19:57:00.000+01:00,-20.028835,-30.942898,0
2022-11-19T19:58:00.000+01:00,-19.915909,-30.921593,0
2022-11-19T19:59:00.000+01:00,-19.89389,-30.932243,0
2022-11-19T20:00:00.000+01:00,-19.97983,-30.937927,0
2022-11-19T20:01:00.000+01:00,-19.934376,-30.95,0
2022-11-19T20:02:00.000+01:00,-19.993324,-30.953552,0
2022-11-19T20:03:00.000+01:00,-19.998295,-30.954971,0
2022-11-19T20:04:00.000+01:00,-20.04446,-30.958523,0
2022-11-19T20:05:00.000+01:00,-19.958523,-30.957104,0
2022-11-19T20:06:00.000+01:00,-19.91733,-30.957104,0
2022-11-19T20:07:00.000+01:00,-20.001846,-30.959232,0
2022-11-19T20:08:00.000+01:00,-19.996876,-30.959232,0
2022-11-19T20:09:00.000+01:00,-20.078552,-30.954971,0
2022-11-19T20:10:00.000+01:00,-19.954262,-30.964914,0
2022-11-19T20:11:00.000+01:00,-19.98693,-30.935795,0
2022-11-19T20:12:00.000+01:00,-19.959232,-30.95071,0
2022-11-19T20:13:00.000+01:00,-19.969177,-30.94645,0
2022-11-19T20:14:00.000+01:00,-20.025284,-30.942188,0
2022-11-19T20:15:00.000+01:00,-19.957813,-30.95142,0
2022-11-19T20:16:00.000+01:00,-20.07074,-30.947868,0
2022-11-19T20:17:00.000+01:00,-20.00824,-30.932955,0
2022-11-19T20:18:00.000+01:00,-20.04304,-30.932243,0
2022-11-19T20:19:00.000+01:00,-20.04943,-30.943607,0
2022-11-19T20:20:00.000+01:00,-19.938637,-30.944319,0
2022-11-19T20:21:00.000+01:00,-19.935795,-30.964914,0
2022-11-19T20:22:00.000+01:00,-19.989063,-30.962074,0
2022-11-19T20:23:00.000+01:00,-19.937216,-30.962074,0
2022-11-19T20:24:00.000+01:00,-19.989773,-30.972017,0
2022-11-19T20:25:00.000+01:00,-19.921593,-30.972015,0
2022-11-19T20:26:00.000+01:00,-20.01108,-30.970596,0
2022-11-19T20:27:00.000+01:00,-19.9777,-30.9777,0
2022-11-19T20:28:00.000+01:00,-20.001846,-30.979828,0
2022-11-19T20:29:00.000+01:00,-19.966335,-30.967756,0
2022-11-19T20:30:00.000+01:00,-19.935795,-30.966335,0
2022-11-19T20:31:00.000+01:00,-19.92017,-30.978409,0
2022-11-19T20:32:00.000+01:00,-19.957102,-30.967045,0
2022-11-19T20:33:00.000+01:00,-19.938637,-30.968466,0
2022-11-19T20:34:00.000+01:00,-19.964914,-30.974857,0
2022-11-19T20:35:00.000+01:00,-20.006107,-30.972017,0
2022-11-19T20:36:00.000+01:00,-20.006107,-30.974148,0
2022-11-19T20:37:00.000+01:00,-19.935795,-30.974857,0
2022-11-19T20:38:00.000+01:00,-19.97699,-30.980541,0
2022-11-19T20:39:00.000+01:00,-19.960653,-30.969887,0
2022-11-19T20:40:00.000+01:00,-19.965626,-30.9777,0
2022-11-19T20:41:00.000+01:00,-20.0125,-30.9777,0
2022-11-19T20:42:00.000+01:00,-19.927982,-30.98125,0
2022-11-19T20:43:00.000+01:00,-20.058666,-30.9777,0
2022-11-19T20:44:00.000+01:00,-19.996164,-30.979118,0
2022-11-19T20:45:00.000+01:00,-19.972729,-30.98267,0
2022-11-19T20:46:00.000+01:00,-19.974857,-30.976278,0
2022-11-19T20:47:00.000+01:00,-19.988352,-30.969177,0
2022-11-19T20:48:00.000+01:00,-19.974857,-30.978409,0
2022-11-19T20:49:00.000+01:00,-19.927273,-30.974857,0
2022-11-19T20:50:00.000+01:00,-19.939346,-30.990482,0
2022-11-19T20:51:00.000+01:00,-19.970596,-30.98267,0
2022-11-19T20:52:00.000+01:00,-19.957104,-30.98764,0
2022-11-19T20:53:00.000+01:00,-19.972729,-30.991192,0
2022-11-19T20:54:00.000+01:00,-19.962074,-30.994743,0
2022-11-19T20:55:00.000+01:00,-19.913778,-30.989773,0
2022-11-19T20:56:00.000+01:00,-19.95142,-30.996164,0
2022-11-19T20:57:00.000+01:00,-20.039488,-30.976988,0
2022-11-19T20:58:00.000+01:00,,,0
2022-11-19T20:59:00.000+01:00,-19.872585,-30.969887,0
2022-11-19T21:00:00.000+01:00,-19.979118,-30.98196,0
2022-11-19T21:01:00.000+01:00,-20.04162,-30.989773,0
2022-11-19T21:02:00.000+01:00,-19.998295,-30.993324,0
2022-11-19T21:03:00.000+01:00,-19.957102,-30.98693,0
2022-11-19T21:04:00.000+01:00,-19.943607,-30.992615,0
2022-11-19T21:05:00.000+01:00,-19.91875,-30.994034,0
2022-11-19T21:06:00.000+01:00,-19.969887,-30.996876,0
2022-11-19T21:07:00.000+01:00,-19.991903,-30.997585,0
2022-11-19T21:08:00.000+01:00,-19.927273,-30.991903,0
2022-11-19T21:09:00.000+01:00,-19.999004,-30.985512,0
2022-11-19T21:10:00.000+01:00,-20.001846,-30.98267,0
2022-11-19T21:11:00.000+01:00,-19.910938,-30.9777,0
2022-11-19T21:12:00.000+01:00,-19.967754,-30.98267,0
2022-11-19T21:13:00.000+01:00,-19.925854,-30.972017,0
2022-11-19T21:14:00.000+01:00,-19.896023,-30.98125,0
2022-11-19T21:15:00.000+01:00,-19.938637,-30.976988,0
2022-11-19T21:16:00.000+01:00,-19.908096,-30.972727,0
2022-11-19T21:17:00.000+01:00,-19.932243,-30.985512,0
2022-11-19T21:18:00.000+01:00,-19.959942,-30.970596,0
