pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-23.162712,,-30.136435,,2022-10-05T04:12:00.000+02:00,2022-10-05T04:13:00.000+02:00
0,-22.251492,,-29.23196,,2022-06-24T05:31:00.000+02:00,2022-06-24T05:32:00.000+02:00
0,-22.959589,,-29.972372,,2022-11-01T10:22:00.000+01:00,2022-11-01T10:23:00.000+01:00
0,-22.182598,,-29.329262,,2022-08-31T18:40:00.000+02:00,2022-08-31T18:41:00.000+02:00
0,-22.267117,,-29.302273,,2022-09-13T19:36:00.000+02:00,2022-09-13T19:37:00.000+02:00
0,-22.27422,,-29.530966,,2022-08-10T16:33:00.000+02:00,2022-08-10T16:34:00.000+02:00
0,-23.530611,,-31.141762,,2022-11-26T16:30:00.000+01:00,2022-11-26T16:31:00.000+01:00
0,-23.285938,,-30.225569,,2022-11-24T05:25:00.000+01:00,2022-11-24T05:26:00.000+01:00
0,-22.668394,,-29.6027,,2022-09-24T02:06:00.000+02:00,2022-09-24T02:07:00.000+02:00
0,-21.05618,,-29.343111,,2022-12-30T12:09:00.000+01:00,2022-12-30T12:10:00.000+01:00
0,-22.21172,,-29.149574,,2022-09-04T06:36:00.000+02:00,2022-09-04T06:37:00.000+02:00
0,-22.323935,,-29.2,,2022-05-21T03:00:00.000+02:00,2022-05-21T03:01:00.000+02:00
0,-22.20568,,-29.164133,,2022-05-23T06:50:00.000+02:00,2022-05-23T06:51:00.000+02:00
0,-23.378979,,-30.2,,2022-09-30T11:51:00.000+02:00,2022-09-30T11:52:00.000+02:00
1,-22.950356,,-29.49581,,2022-09-27T06:14:00.000+02:00,2022-09-27T06:15:00.000+02:00
0,-23.242258,,-30.202131,,2022-10-21T03:12:00.000+02:00,2022-10-21T03:13:00.000+02:00
1,-23.69858,,-27.149574,,2022-06-29T23:38:00.000+02:00,2022-06-29T23:39:00.000+02:00
0,-22.390696,,-29.263565,,2022-11-17T06:06:00.000+01:00,2022-11-17T06:07:00.000+01:00
0,-22.810085,,-29.994389,,2022-07-06T16:07:00.000+02:00,2022-07-06T16:08:00.000+02:00
0,-23.523508,,-30.828552,,2022-11-23T15:02:00.000+01:00,2022-11-23T15:03:00.000+01:00
0,-22.566479,,-28.822868,,2022-06-22T08:39:00.000+02:00,2022-06-22T08:40:00.000+02:00
0,-22.253267,,-29.409517,,2022-07-18T19:37:00.000+02:00,2022-07-18T19:38:00.000+02:00
0,-23.131462,,-30.092045,,2022-09-09T02:14:00.000+02:00,2022-09-09T02:15:00.000+02:00
0,-22.147444,,-29.22699,,2022-08-09T00:00:00.000+02:00,2022-08-09T00:01:00.000+02:00
0,-22.155966,,-29.119745,,2022-09-04T03:20:00.000+02:00,2022-09-04T03:21:00.000+02:00
0,-22.714916,,-29.71598,,2022-09-25T18:17:00.000+02:00,2022-09-25T18:18:00.000+02:00
0,-22.48125,,-28.658451,,2022-06-30T09:51:00.000+02:00,2022-06-30T09:52:00.000+02:00
0,-22.696095,,-30.050852,,2022-11-07T04:38:00.000+01:00,2022-11-07T04:39:00.000+01:00
0,-22.221306,,-29.234802,,2022-06-12T07:40:00.000+02:00,2022-06-12T07:41:00.000+02:00
1,-23.193607,,-28.3424,,2022-09-16T05:43:00.000+02:00,2022-09-16T05:44:00.000+02:00
0,,,,,2022-06-03T22:38:00.000+02:00,2022-06-03T22:39:00.000+02:00
0,-22.76321,,-28.969887,,2022-09-16T20:34:00.000+02:00,2022-09-16T20:35:00.000+02:00
0,-22.150639,,-29.21243,,2022-08-02T04:35:00.000+02:00,2022-08-02T04:36:00.000+02:00
1,-22.516407,,-29.409872,,2022-06-15T14:10:00.000+02:00,2022-06-15T14:11:00.000+02:00
0,-22.568964,,-29.38892,,2022-07-17T06:15:00.000+02:00,2022-07-17T06:16:00.000+02:00
0,-23.530966,,-30.514986,,2022-10-27T22:27:00.000+02:00,2022-10-27T22:28:00.000+02:00
0,-22.408096,,-29.571804,,2022-09-03T17:02:00.000+02:00,2022-09-03T17:03:00.000+02:00
0,-22.118324,,-29.11797,,2022-06-11T05:46:00.000+02:00,2022-06-11T05:47:00.000+02:00
0,-20.703907,,-29.093822,,2022-12-22T06:30:00.000+01:00,2022-12-22T06:31:00.000+01:00
0,-22.176563,,-29.23267,,2022-09-10T18:14:00.000+02:00,2022-09-10T18:15:00.000+02:00
0,-22.327131,,-29.298721,,2022-05-26T07:29:00.000+02:00,2022-05-26T07:30:00.000+02:00
0,-22.900639,,-29.897444,,2022-09-23T15:44:00.000+02:00,2022-09-23T15:45:00.000+02:00
0,-22.37365,,-29.46172,,2022-08-15T21:13:00.000+02:00,2022-08-15T21:14:00.000+02:00
0,-22.7174,,-29.925497,,2022-06-14T11:28:00.000+02:00,2022-06-14T11:29:00.000+02:00
0,-23.128267,,-30.196804,,2022-11-04T10:52:00.000+01:00,2022-11-04T10:53:00.000+01:00
0,-23.442543,,-30.370098,,2022-12-03T22:04:00.000+01:00,2022-12-03T22:05:00.000+01:00
0,-22.600569,,-29.673721,,2022-09-23T19:46:00.000+02:00,2022-09-23T19:47:00.000+02:00
0,-24.04375,,-30.951065,,2022-10-25T09:04:00.000+02:00,2022-10-25T09:05:00.000+02:00
0,-22.52919,,-29.423012,,2022-09-13T14:55:00.000+02:00,2022-09-13T14:56:00.000+02:00
