pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-22.456392,,-29.4049,,2022-09-04T11:33:00.000+02:00,2022-09-04T11:34:00.000+02:00
0,-22.206038,,-29.397444,,2022-12-11T17:04:00.000+01:00,2022-12-11T17:05:00.000+01:00
0,-22.350924,,-29.427982,,2022-06-06T09:45:00.000+02:00,2022-06-06T09:46:00.000+02:00
0,-22.644602,,-29.664845,,2022-11-17T21:31:00.000+01:00,2022-11-17T21:32:00.000+01:00
0,-23.41733,,-30.45142,,2022-10-14T15:55:00.000+02:00,2022-10-14T15:56:00.000+02:00
0,-22.112642,,-29.02422,,2022-12-10T01:49:00.000+01:00,2022-12-10T01:50:00.000+01:00
0,-23.297657,,-30.210299,,2022-09-27T13:39:00.000+02:00,2022-09-27T13:40:00.000+02:00
0,-22.097372,,-29.275639,,2022-07-25T07:02:00.000+02:00,2022-07-25T07:03:00.000+02:00
0,-23.91875,,-30.663069,,2022-12-07T03:02:00.000+01:00,2022-12-07T03:03:00.000+01:00
0,-22.369034,,-29.538424,,2022-07-31T20:25:00.000+02:00,2022-07-31T20:26:00.000+02:00
0,-22.691833,,-29.684376,,2022-09-19T17:17:00.000+02:00,2022-09-19T17:18:00.000+02:00
1,-22.392471,,-28.267117,,2022-06-04T00:49:00.000+02:00,2022-06-04T00:50:00.000+02:00
0,-22.460653,,-29.487642,,2022-05-26T14:57:00.000+02:00,2022-05-26T14:58:00.000+02:00
1,-25.416264,,-26.193607,,2022-10-31T22:09:00.000+01:00,2022-10-31T22:10:00.000+01:00
0,-23.905256,,-30.942188,,2022-12-06T17:06:00.000+01:00,2022-12-06T17:07:00.000+01:00
0,-22.519247,,-29.711365,,2022-06-30T12:42:00.000+02:00,2022-06-30T12:43:00.000+02:00
0,-23.021378,,-30.105896,,2022-10-13T19:07:00.000+02:00,2022-10-13T19:08:00.000+02:00
0,-23.01108,,-30.252558,,2022-11-30T02:07:00.000+01:00,2022-11-30T02:08:00.000+01:00
0,-22.662357,,-29.598438,,2022-09-26T03:31:00.000+02:00,2022-09-26T03:32:00.000+02:00
0,-22.945738,,-29.827486,,2022-09-30T05:06:00.000+02:00,2022-09-30T05:07:00.000+02:00
0,-22.160582,,-29.205326,,2022-08-18T02:03:00.000+02:00,2022-08-18T02:04:00.000+02:00
0,-23.470596,,-30.835653,,2022-11-13T09:00:00.000+01:00,2022-11-13T09:01:00.000+01:00
0,-22.217756,,-29.163778,,2022-08-14T07:37:00.000+02:00,2022-08-14T07:38:00.000+02:00
0,-22.387856,,-29.572159,,2022-08-05T09:58:00.000+02:00,2022-08-05T09:59:00.000+02:00
1,-23.193253,,-29.798721,,2022-09-30T07:57:00.000+02:00,2022-09-30T07:58:00.000+02:00
0,-22.24865,,-29.176207,,2022-06-11T01:41:00.000+02:00,2022-06-11T01:42:00.000+02:00
0,-22.366194,,-29.505753,,2022-10-29T22:22:00.000+02:00,2022-10-29T22:23:00.000+02:00
0,-22.397087,,-29.525284,,2022-07-13T22:11:00.000+02:00,2022-07-13T22:12:00.000+02:00
0,,,,,2022-05-27T23:58:00.000+02:00,2022-05-27T23:59:00.000+02:00
1,-22.56044,,-29.126492,,2022-06-17T11:30:00.000+02:00,2022-06-17T11:31:00.000+02:00
0,-22.584944,,-29.690413,,2022-05-23T09:44:00.000+02:00,2022-05-23T09:45:00.000+02:00
0,-22.411648,,-29.006462,,2022-07-14T05:37:00.000+02:00,2022-07-14T05:38:00.000+02:00
0,-23.307598,,-30.283806,,2022-10-13T15:34:00.000+02:00,2022-10-13T15:35:00.000+02:00
0,-22.306889,,-29.523865,,2022-08-08T16:50:00.000+02:00,2022-08-08T16:51:00.000+02:00
0,-23.50007,,-30.488352,,2022-10-05T14:18:00.000+02:00,2022-10-05T14:19:00.000+02:00
0,-22.634659,,-29.590271,,2022-06-16T13:49:00.000+02:00,2022-06-16T13:50:00.000+02:00
0,-23.148865,,-30.108736,,2022-09-09T01:21:00.000+02:00,2022-09-09T01:22:00.000+02:00
0,-22.178337,,-29.187216,,2022-05-30T06:30:00.000+02:00,2022-05-30T06:31:00.000+02:00
0,-22.537357,,-29.671946,,2022-07-18T14:07:00.000+02:00,2022-07-18T14:08:00.000+02:00
0,-22.274574,,-29.461365,,2022-07-18T18:13:00.000+02:00,2022-07-18T18:14:00.000+02:00
0,-23.006462,,-30.15135,,2022-11-20T22:47:00.000+01:00,2022-11-20T22:48:00.000+01:00
0,-22.999716,,-30.132883,,2022-11-13T21:59:00.000+01:00,2022-11-13T22:00:00.000+01:00
0,-22.595951,,-30.203552,,2022-11-07T22:26:00.000+01:00,2022-11-07T22:27:00.000+01:00
0,-22.353054,,-29.354475,,2022-07-13T01:04:00.000+02:00,2022-07-13T01:05:00.000+02:00
0,-22.37081,,-29.295525,,2022-06-24T02:09:00.000+02:00,2022-06-24T02:10:00.000+02:00
0,-22.441122,,-29.02706,,2022-07-14T06:32:00.000+02:00,2022-07-14T06:33:00.000+02:00
