pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-22.368324,,-29.301563,,2022-06-20T03:42:00.000+02:00,2022-06-20T03:43:00.000+02:00
0,-22.62152,,-29.769602,,2022-08-21T15:41:00.000+02:00,2022-08-21T15:42:00.000+02:00
0,-23.079262,,-29.95,,2022-08-26T01:18:00.000+02:00,2022-08-26T01:19:00.000+02:00
0,-20.90348,,-29.231606,,2022-12-29T08:22:00.000+01:00,2022-12-29T08:23:00.000+01:00
0,-22.740482,,-29.548367,,2022-09-26T05:37:00.000+02:00,2022-09-26T05:38:00.000+02:00
1,-23.502201,,-27.142117,,2022-06-16T04:49:00.000+02:00,2022-06-16T04:50:00.000+02:00
0,-22.341335,,-29.459944,,2022-08-16T16:20:00.000+02:00,2022-08-16T16:21:00.000+02:00
1,-22.692898,,-29.27351,,2022-07-17T04:28:00.000+02:00,2022-07-17T04:29:00.000+02:00
0,-22.594177,,-30.131107,,2022-11-08T03:10:00.000+01:00,2022-11-08T03:11:00.000+01:00
0,-22.345951,,-29.378977,,2022-08-13T11:00:00.000+02:00,2022-08-13T11:01:00.000+02:00
1,-22.3875,,-29.409163,,2022-05-18T20:33:00.000+02:00,2022-05-18T20:34:00.000+02:00
0,-22.4951,,-29.476633,,2022-06-15T20:50:00.000+02:00,2022-06-15T20:51:00.000+02:00
0,-22.862997,,-29.89105,,2022-10-28T11:56:00.000+02:00,2022-10-28T11:57:00.000+02:00
0,-23.609446,,-30.210299,,2022-08-23T15:52:00.000+02:00,2022-08-23T15:53:00.000+02:00
0,-22.681889,,-29.526348,,2022-09-22T23:57:00.000+02:00,2022-09-22T23:58:00.000+02:00
1,-24.235157,,-26.721306,,2022-06-16T08:12:00.000+02:00,2022-06-16T08:13:00.000+02:00
0,-22.246521,,-29.296236,,2022-08-13T14:40:00.000+02:00,2022-08-13T14:41:00.000+02:00
0,-22.218466,,-29.218822,,2022-08-18T00:17:00.000+02:00,2022-08-18T00:18:00.000+02:00
0,-23.6652,,-30.938282,,2022-11-30T09:20:00.000+01:00,2022-11-30T09:21:00.000+01:00
0,-22.61193,,-29.408096,,2022-09-12T11:45:00.000+02:00,2022-09-12T11:46:00.000+02:00
0,-20.41946,,-28.904545,,2022-12-26T18:28:00.000+01:00,2022-12-26T18:29:00.000+01:00
0,-22.708523,,-29.87507,,2022-07-02T12:45:00.000+02:00,2022-07-02T12:46:00.000+02:00
