pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-23.04943,,-30.412357,,2022-11-07T07:44:00.000+01:00,2022-11-07T07:45:00.000+01:00
0,-22.641762,,-29.409163,,2022-09-19T06:26:00.000+02:00,2022-09-19T06:27:00.000+02:00
0,-22.755398,,-29.99723,,2022-07-04T12:11:00.000+02:00,2022-07-04T12:12:00.000+02:00
0,-20.416264,,-28.948225,,2022-12-24T20:42:00.000+01:00,2022-12-24T20:43:00.000+01:00
0,-23.068964,,-30.584232,,2022-12-07T10:11:00.000+01:00,2022-12-07T10:12:00.000+01:00
0,-23.99581,,-30.51818,,2022-08-26T13:37:00.000+02:00,2022-08-26T13:38:00.000+02:00
0,-23.367615,,-30.539843,,2022-11-02T12:23:00.000+01:00,2022-11-02T12:24:00.000+01:00
0,-22.332457,,-29.505753,,2022-07-27T16:09:00.000+02:00,2022-07-27T16:10:00.000+02:00
0,-22.5924,,-29.678337,,2022-06-08T12:39:00.000+02:00,2022-06-08T12:40:00.000+02:00
1,-23.54659,,-29.967045,,2022-08-24T00:14:00.000+02:00,2022-08-24T00:15:00.000+02:00
0,-22.12223,,-29.384659,,2022-08-08T19:40:00.000+02:00,2022-08-08T19:41:00.000+02:00
0,-22.111933,,-29.123295,,2022-06-11T05:53:00.000+02:00,2022-06-11T05:54:00.000+02:00
0,-22.578552,,-29.523508,,2022-08-29T11:58:00.000+02:00,2022-08-29T11:59:00.000+02:00
0,-22.682243,,-29.859446,,2022-06-05T10:17:00.000+02:00,2022-06-05T10:18:00.000+02:00
0,-23.151705,,-30.303337,,2022-07-05T16:12:00.000+02:00,2022-07-05T16:13:00.000+02:00
0,-22.15703,,-29.232315,,2022-12-11T20:54:00.000+01:00,2022-12-11T20:55:00.000+01:00
0,-22.469532,,-29.60483,,2022-05-30T16:21:00.000+02:00,2022-05-30T16:22:00.000+02:00
0,-22.414845,,-29.672657,,2022-08-05T15:48:00.000+02:00,2022-08-05T15:49:00.000+02:00
0,-22.380398,,-29.155611,,2022-05-25T06:40:00.000+02:00,2022-05-25T06:41:00.000+02:00
0,-23.316833,,-30.148153,,2022-10-16T05:41:00.000+02:00,2022-10-16T05:42:00.000+02:00
0,-24.094177,,-31.285227,,2022-11-27T11:16:00.000+01:00,2022-11-27T11:17:00.000+01:00
0,-22.538069,,-29.29162,,2022-09-12T09:02:00.000+02:00,2022-09-12T09:03:00.000+02:00
0,-22.2902,,-29.351278,,2022-06-05T07:02:00.000+02:00,2022-06-05T07:03:00.000+02:00
0,-23.785229,,-30.789845,,2022-10-15T14:01:00.000+02:00,2022-10-15T14:02:00.000+02:00
0,-22.935795,,-29.714914,,2022-09-26T07:20:00.000+02:00,2022-09-26T07:21:00.000+02:00
0,-23.680824,,-30.677628,,2022-11-22T08:58:00.000+01:00,2022-11-22T08:59:00.000+01:00
0,-22.231606,,-29.254688,,2022-06-13T02:48:00.000+02:00,2022-06-13T02:49:00.000+02:00
0,-23.456747,,-30.427982,,2022-10-24T23:38:00.000+02:00,2022-10-24T23:39:00.000+02:00
0,-20.96243,,-29.23054,,2022-12-14T14:16:00.000+01:00,2022-12-14T14:17:00.000+01:00
0,-22.410938,,-29.42976,,2022-07-14T01:22:00.000+02:00,2022-07-14T01:23:00.000+02:00
0,-22.668396,,-29.866903,,2022-08-02T13:01:00.000+02:00,2022-08-02T13:02:00.000+02:00
0,-22.130398,,-29.296236,,2022-07-21T20:45:00.000+02:00,2022-07-21T20:46:00.000+02:00
0,-22.575,,-29.721663,,2022-07-13T10:05:00.000+02:00,2022-07-13T10:06:00.000+02:00
0,-22.26108,,-29.424788,,2022-07-18T19:18:00.000+02:00,2022-07-18T19:19:00.000+02:00
0,-22.42017,,-29.338139,,2022-06-25T00:56:00.000+02:00,2022-06-25T00:57:00.000+02:00
0,-23.37507,,-30.501846,,2022-10-18T18:56:00.000+02:00,2022-10-18T18:57:00.000+02:00
0,-22.677982,,-29.609446,,2022-09-20T18:05:00.000+02:00,2022-09-20T18:06:00.000+02:00
0,-23.33601,,-30.124716,,2022-10-17T02:56:00.000+02:00,2022-10-17T02:57:00.000+02:00
0,-22.112997,,-29.326775,,2022-09-03T21:49:00.000+02:00,2022-09-03T21:50:00.000+02:00
0,-20.544815,,-29.053694,,2022-12-27T23:37:00.000+01:00,2022-12-27T23:38:00.000+01:00
0,-23.416975,,-30.403835,,2022-10-25T01:37:00.000+02:00,2022-10-25T01:38:00.000+02:00
0,-22.772444,,-29.807598,,2022-11-22T22:15:00.000+01:00,2022-11-22T22:16:00.000+01:00
0,-22.79659,,-29.795881,,2022-11-15T12:58:00.000+01:00,2022-11-15T12:59:00.000+01:00
0,-23.414845,,-30.74723,,2022-11-27T03:08:00.000+01:00,2022-11-27T03:09:00.000+01:00
0,-22.48196,,-29.595596,,2022-05-30T14:27:00.000+02:00,2022-05-30T14:28:00.000+02:00
0,-23.32287,,-30.092045,,2022-10-23T07:11:00.000+02:00,2022-10-23T07:12:00.000+02:00
0,-22.326775,,-29.438992,,2022-08-31T16:46:00.000+02:00,2022-08-31T16:47:00.000+02:00
0,-22.63821,,-29.894958,,2022-06-08T11:27:00.000+02:00,2022-06-08T11:28:00.000+02:00
0,-22.902771,,-29.791618,,2022-09-28T03:23:00.000+02:00,2022-09-28T03:24:00.000+02:00
