pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-22.448935,,-29.70142,,2022-08-11T13:17:00.000+02:00,2022-08-11T13:18:00.000+02:00
0,-22.426563,,-29.40277,,2022-05-26T21:05:00.000+02:00,2022-05-26T21:06:00.000+02:00
0,-23.345596,,-30.204262,,2022-10-14T23:28:00.000+02:00,2022-10-14T23:29:00.000+02:00
0,-22.317898,,-29.207813,,2022-09-10T07:13:00.000+02:00,2022-09-10T07:14:00.000+02:00
0,-22.037003,,-29.072868,,2022-08-12T05:32:00.000+02:00,2022-08-12T05:33:00.000+02:00
0,,,,,2022-08-04T00:17:00.000+02:00,2022-08-04T00:18:00.000+02:00
0,-22.446804,,-29.249361,,2022-05-25T00:57:00.000+02:00,2022-05-25T00:58:00.000+02:00
0,-24.097372,,-31.098793,,2022-12-06T14:35:00.000+01:00,2022-12-06T14:36:00.000+01:00
1,-22.969532,,-29.736576,,2022-10-01T23:53:00.000+02:00,2022-10-01T23:54:00.000+02:00
0,-22.862288,,-29.94858,,2022-07-06T02:55:00.000+02:00,2022-07-06T02:56:00.000+02:00
0,-23.022799,,-29.650639,,2022-09-28T05:29:00.000+02:00,2022-09-28T05:30:00.000+02:00
0,,,,,2022-06-09T23:07:00.000+02:00,2022-06-09T23:08:00.000+02:00
0,-22.360867,,-29.199646,,2022-06-17T08:26:00.000+02:00,2022-06-17T08:27:00.000+02:00
0,-22.206747,,-29.2799,,2022-06-11T08:25:00.000+02:00,2022-06-11T08:26:00.000+02:00
1,-22.381107,,-29.257174,,2022-06-26T01:11:00.000+02:00,2022-06-26T01:12:00.000+02:00
0,-23.435795,,-30.418396,,2022-10-25T00:36:00.000+02:00,2022-10-25T00:37:00.000+02:00
0,-22.36193,,-29.277771,,2022-06-02T01:39:00.000+02:00,2022-06-02T01:40:00.000+02:00
0,-22.159163,,-29.100924,,2022-09-01T03:48:00.000+02:00,2022-09-01T03:49:00.000+02:00
0,-23.226278,,-30.295525,,2022-11-24T02:59:00.000+01:00,2022-11-24T03:00:00.000+01:00
0,-22.550854,,-29.704617,,2022-09-04T15:06:00.000+02:00,2022-09-04T15:07:00.000+02:00
0,-20.62294,,-29.127201,,2022-12-20T04:23:00.000+01:00,2022-12-20T04:24:00.000+01:00
0,-22.25895,,-29.24652,,2022-06-14T04:12:00.000+02:00,2022-06-14T04:13:00.000+02:00
0,-21.08068,,-29.262856,,2022-12-22T10:44:00.000+01:00,2022-12-22T10:45:00.000+01:00
0,-22.344175,,-29.235512,,2022-05-21T01:38:00.000+02:00,2022-05-21T01:39:00.000+02:00
0,-22.252201,,-29.50895,,2022-07-30T18:18:00.000+02:00,2022-07-30T18:19:00.000+02:00
0,-22.185085,,-29.266407,,2022-09-13T21:40:00.000+02:00,2022-09-13T21:41:00.000+02:00
0,-22.131462,,-29.351633,,2022-08-18T18:28:00.000+02:00,2022-08-18T18:29:00.000+02:00
1,-22.54517,,-29.573935,,2022-07-11T20:16:00.000+02:00,2022-07-11T20:17:00.000+02:00
0,-22.687572,,-29.62365,,2022-09-17T16:17:00.000+02:00,2022-09-17T16:18:00.000+02:00
0,-22.721306,,-29.44929,,2022-09-19T07:32:00.000+02:00,2022-09-19T07:33:00.000+02:00
0,-22.27919,,-29.305824,,2022-05-21T09:26:00.000+02:00,2022-05-21T09:27:00.000+02:00
0,,,,,2022-06-04T21:29:00.000+02:00,2022-06-04T21:30:00.000+02:00
0,-20.767826,,-29.065413,,2022-12-17T14:50:00.000+01:00,2022-12-17T14:51:00.000+01:00
0,-22.239773,,-29.496876,,2022-08-03T19:28:00.000+02:00,2022-08-03T19:29:00.000+02:00
0,-22.968822,,-29.838139,,2022-09-29T05:09:00.000+02:00,2022-09-29T05:10:00.000+02:00
0,-21.094887,,-29.268538,,2022-12-17T12:36:00.000+01:00,2022-12-17T12:37:00.000+01:00
