pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-22.63821,,-29.705326,,2022-06-12T12:23:00.000+02:00,2022-06-12T12:24:00.000+02:00
0,-23.08956,,-30.1549,,2022-10-13T17:01:00.000+02:00,2022-10-13T17:02:00.000+02:00
0,-22.532387,,-29.603054,,2022-06-27T09:02:00.000+02:00,2022-06-27T09:03:00.000+02:00
0,-21.085653,,-29.313282,,2022-12-26T11:37:00.000+01:00,2022-12-26T11:38:00.000+01:00
0,-23.130753,,-30.315058,,2022-07-05T16:36:00.000+02:00,2022-07-05T16:37:00.000+02:00
0,-23.474857,,-30.241903,,2022-10-07T07:29:00.000+02:00,2022-10-07T07:30:00.000+02:00
0,-22.114418,,-29.350924,,2022-07-24T19:28:00.000+02:00,2022-07-24T19:29:00.000+02:00
0,-22.557955,,-29.647444,,2022-06-16T15:42:00.000+02:00,2022-06-16T15:43:00.000+02:00
0,-23.237642,,-30.358027,,2022-10-20T17:52:00.000+02:00,2022-10-20T17:53:00.000+02:00
0,-22.659872,,-29.82358,,2022-07-06T11:38:00.000+02:00,2022-07-06T11:39:00.000+02:00
0,-22.975924,,-30.073935,,2022-08-24T19:35:00.000+02:00,2022-08-24T19:36:00.000+02:00
0,-22.697514,,-29.592045,,2022-09-22T22:49:00.000+02:00,2022-09-22T22:50:00.000+02:00
0,-22.20071,,-29.381462,,2022-08-14T19:54:00.000+02:00,2022-08-14T19:55:00.000+02:00
0,-22.030966,,-29.27706,,2022-07-21T21:17:00.000+02:00,2022-07-21T21:18:00.000+02:00
0,-23.666264,,-30.72166,,2022-10-20T14:03:00.000+02:00,2022-10-20T14:04:00.000+02:00
0,-22.376492,,-29.36193,,2022-11-16T02:22:00.000+01:00,2022-11-16T02:23:00.000+01:00
0,-22.426208,,-29.467756,,2022-06-23T18:29:00.000+02:00,2022-06-23T18:30:00.000+02:00
0,-23.78949,,-30.864418,,2022-10-19T14:25:00.000+02:00,2022-10-19T14:26:00.000+02:00
0,-22.292685,,-29.381819,,2022-07-15T05:46:00.000+02:00,2022-07-15T05:47:00.000+02:00
0,-22.169815,,-29.195383,,2022-09-03T02:04:00.000+02:00,2022-09-03T02:05:00.000+02:00
0,-20.858736,,-29.130398,,2022-12-18T14:48:00.000+01:00,2022-12-18T14:49:00.000+01:00
0,-22.317898,,-29.42017,,2022-10-28T22:11:00.000+02:00,2022-10-28T22:12:00.000+02:00
0,-23.60909,,-30.257883,,2022-12-01T07:39:00.000+01:00,2022-12-01T07:40:00.000+01:00
0,-22.193607,,-29.17017,,2022-09-10T17:49:00.000+02:00,2022-09-10T17:50:00.000+02:00
0,-22.12152,,-29.223438,,2022-07-23T23:48:00.000+02:00,2022-07-23T23:49:00.000+02:00
0,-20.929758,,-29.139275,,2022-12-12T13:37:00.000+01:00,2022-12-12T13:38:00.000+01:00
0,-22.940767,,-29.858736,,2022-10-02T01:33:00.000+02:00,2022-10-02T01:34:00.000+02:00
0,-22.333878,,-29.305115,,2022-09-06T22:28:00.000+02:00,2022-09-06T22:29:00.000+02:00
0,-22.579262,,-29.685085,,2022-09-03T14:00:00.000+02:00,2022-09-03T14:01:00.000+02:00
0,-22.761435,,-29.707102,,2022-09-19T17:05:00.000+02:00,2022-09-19T17:06:00.000+02:00
0,-23.83885,,-30.694319,,2022-10-15T09:58:00.000+02:00,2022-10-15T09:59:00.000+02:00
0,-20.756819,,-29.11797,,2022-12-17T06:45:00.000+01:00,2022-12-17T06:46:00.000+01:00
0,-23.141052,,-30.003622,,2022-09-25T13:35:00.000+02:00,2022-09-25T13:36:00.000+02:00
0,-22.38821,,-29.40348,,2022-09-17T19:33:00.000+02:00,2022-09-17T19:34:00.000+02:00
0,-22.846306,,-29.804758,,2022-11-23T03:11:00.000+01:00,2022-11-23T03:12:00.000+01:00
0,-22.10696,,-29.18544,,2022-08-12T07:41:00.000+02:00,2022-08-12T07:42:00.000+02:00
0,-22.313992,,-29.275284,,2022-05-31T02:12:00.000+02:00,2022-05-31T02:13:00.000+02:00
0,-23.497585,,-30.549786,,2022-11-12T08:43:00.000+01:00,2022-11-12T08:44:00.000+01:00
0,-22.595951,,-29.722727,,2022-07-03T07:01:00.000+02:00,2022-07-03T07:02:00.000+02:00
0,-21.12081,,-29.277771,,2022-12-18T11:10:00.000+01:00,2022-12-18T11:11:00.000+01:00
0,-22.426918,,-29.371164,,2022-06-13T23:54:00.000+02:00,2022-06-13T23:55:00.000+02:00
1,-22.449646,,-28.39922,,2022-06-30T08:20:00.000+02:00,2022-06-30T08:21:00.000+02:00
0,-21.04375,,-29.34169,,2022-12-29T09:06:00.000+01:00,2022-12-29T09:07:00.000+01:00
0,-22.187216,,-29.457458,,2022-08-08T17:53:00.000+02:00,2022-08-08T17:54:00.000+02:00
0,-22.324646,,-29.351278,,2022-07-05T04:19:00.000+02:00,2022-07-05T04:20:00.000+02:00
