pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-23.253977,,-30.048721,,2022-10-02T08:12:00.000+02:00,2022-10-02T08:13:00.000+02:00
0,-22.689346,,-29.821095,,2022-06-24T09:51:00.000+02:00,2022-06-24T09:52:00.000+02:00
0,-22.748295,,-29.696095,,2022-10-29T09:33:00.000+02:00,2022-10-29T09:34:00.000+02:00
0,-22.166264,,-28.946804,,2022-06-04T05:50:00.000+02:00,2022-06-04T05:51:00.000+02:00
0,-22.46669,,-29.504333,,2022-06-26T19:02:00.000+02:00,2022-06-26T19:03:00.000+02:00
0,-21.084589,,-29.300142,,2022-12-26T12:01:00.000+01:00,2022-12-26T12:02:00.000+01:00
0,-20.926207,,-29.146378,,2022-12-18T10:45:00.000+01:00,2022-12-18T10:46:00.000+01:00
0,-22.928694,,-29.872585,,2022-09-30T03:45:00.000+02:00,2022-09-30T03:46:00.000+02:00
0,-21.12081,,-29.331038,,2022-12-23T09:29:00.000+01:00,2022-12-23T09:30:00.000+01:00
0,-22.453552,,-29.465626,,2022-07-13T23:13:00.000+02:00,2022-07-13T23:14:00.000+02:00
0,-22.366903,,-29.424076,,2022-05-30T20:59:00.000+02:00,2022-05-30T21:00:00.000+02:00
0,-22.528835,,-29.663778,,2022-06-05T10:55:00.000+02:00,2022-06-05T10:56:00.000+02:00
0,-23.046946,,-30.022442,,2022-11-21T05:59:00.000+01:00,2022-11-21T06:00:00.000+01:00
0,-22.155611,,-29.144604,,2022-08-18T05:31:00.000+02:00,2022-08-18T05:32:00.000+02:00
0,-23.80547,,-30.272444,,2022-10-28T04:49:00.000+02:00,2022-10-28T04:50:00.000+02:00
0,-22.434376,,-29.572514,,2022-09-04T15:39:00.000+02:00,2022-09-04T15:40:00.000+02:00
0,-23.627201,,-30.582102,,2022-11-13T11:16:00.000+01:00,2022-11-13T11:17:00.000+01:00
0,-22.643892,,-29.557955,,2022-09-21T00:48:00.000+02:00,2022-09-21T00:49:00.000+02:00
0,-23.848438,,-30.701777,,2022-12-05T21:28:00.000+01:00,2022-12-05T21:29:00.000+01:00
0,-23.491549,,-30.562927,,2022-12-02T07:15:00.000+01:00,2022-12-02T07:16:00.000+01:00
0,-22.750427,,-28.220242,,2022-05-22T10:53:00.000+02:00,2022-05-22T10:54:00.000+02:00
0,-23.400639,,-30.301208,,2022-10-05T07:17:00.000+02:00,2022-10-05T07:18:00.000+02:00
0,-22.003977,,-29.10199,,2022-07-23T04:37:00.000+02:00,2022-07-23T04:38:00.000+02:00
0,-22.317188,,-29.379333,,2022-06-06T21:00:00.000+02:00,2022-06-06T21:01:00.000+02:00
0,-23.26179,,-30.638565,,2022-12-01T20:48:00.000+01:00,2022-12-01T20:49:00.000+01:00
0,-22.216335,,-29.38679,,2022-09-04T18:30:00.000+02:00,2022-09-04T18:31:00.000+02:00
1,-22.780611,,-28.596306,,2022-05-31T13:46:00.000+02:00,2022-05-31T13:47:00.000+02:00
0,-22.278126,,-29.208523,,2022-05-29T03:40:00.000+02:00,2022-05-29T03:41:00.000+02:00
0,-22.150995,,-29.002556,,2022-12-09T23:23:00.000+01:00,2022-12-09T23:24:00.000+01:00
0,-22.436152,,-29.70142,,2022-10-29T17:00:00.000+02:00,2022-10-29T17:01:00.000+02:00
0,-23.631107,,-30.56257,,2022-11-28T06:04:00.000+01:00,2022-11-28T06:05:00.000+01:00
0,-22.512856,,-29.689346,,2022-08-02T12:05:00.000+02:00,2022-08-02T12:06:00.000+02:00
0,-22.49297,,-29.431889,,2022-10-30T06:11:00.000+01:00,2022-10-30T06:12:00.000+01:00
0,-22.895313,,-30.29517,,2022-11-29T15:34:00.000+01:00,2022-11-29T15:35:00.000+01:00
0,-22.457813,,-29.271378,,2022-07-01T01:30:00.000+02:00,2022-07-01T01:31:00.000+02:00
0,-22.145313,,-29.116549,,2022-09-01T04:07:00.000+02:00,2022-09-01T04:08:00.000+02:00
0,-21.122585,,-29.298721,,2022-12-13T11:52:00.000+01:00,2022-12-13T11:53:00.000+01:00
0,-22.398508,,-29.398153,,2022-11-16T00:16:00.000+01:00,2022-11-16T00:17:00.000+01:00
0,-22.49581,,-29.600924,,2022-06-05T15:03:00.000+02:00,2022-06-05T15:04:00.000+02:00
0,-22.410227,,-29.548721,,2022-07-04T21:26:00.000+02:00,2022-07-04T21:27:00.000+02:00
0,-22.671946,,-29.59169,,2022-09-26T03:24:00.000+02:00,2022-09-26T03:25:00.000+02:00
0,-22.024574,,-29.153835,,2022-07-22T02:05:00.000+02:00,2022-07-22T02:06:00.000+02:00
0,-22.631462,,-29.75895,,2022-07-03T14:21:00.000+02:00,2022-07-03T14:22:00.000+02:00
0,-23.02493,,-30.095596,,2022-10-11T17:39:00.000+02:00,2022-10-11T17:40:00.000+02:00
0,-22.474857,,-29.680824,,2022-08-07T08:10:00.000+02:00,2022-08-07T08:11:00.000+02:00
