pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-23.54375,,-30.66946,,2022-10-19T16:38:00.000+02:00,2022-10-19T16:39:00.000+02:00
1,-22.241194,,-29.079262,,2022-06-03T05:35:00.000+02:00,2022-06-03T05:36:00.000+02:00
0,-22.415554,,-29.54659,,2022-08-12T11:22:00.000+02:00,2022-08-12T11:23:00.000+02:00
0,-22.832813,,-29.831038,,2022-12-09T11:51:00.000+01:00,2022-12-09T11:52:00.000+01:00
0,-22.656322,,-29.629332,,2022-10-28T09:38:00.000+02:00,2022-10-28T09:39:00.000+02:00
0,-20.45142,,-28.902414,,2022-12-25T17:57:00.000+01:00,2022-12-25T17:58:00.000+01:00
0,-22.476278,,-29.453197,,2022-05-22T19:03:00.000+02:00,2022-05-22T19:04:00.000+02:00
0,-22.260725,,-29.46172,,2022-07-22T16:56:00.000+02:00,2022-07-22T16:57:00.000+02:00
0,-22.358025,,-28.353409,,2022-05-22T05:33:00.000+02:00,2022-05-22T05:34:00.000+02:00
0,-22.354475,,-29.328552,,2022-06-20T02:42:00.000+02:00,2022-06-20T02:43:00.000+02:00
0,-22.98196,,-30.68331,,2022-11-08T15:03:00.000+01:00,2022-11-08T15:04:00.000+01:00
1,-22.797657,,-27.657032,,2022-05-22T06:53:00.000+02:00,2022-05-22T06:54:00.000+02:00
0,-23.276705,,-30.194674,,2022-09-27T13:57:00.000+02:00,2022-09-27T13:58:00.000+02:00
0,-23.431889,,-30.414133,,2022-10-25T01:05:00.000+02:00,2022-10-25T01:06:00.000+02:00
0,-23.23196,,-30.34098,,2022-11-23T22:45:00.000+01:00,2022-11-23T22:46:00.000+01:00
0,-22.833523,,-30.02777,,2022-07-03T15:32:00.000+02:00,2022-07-03T15:33:00.000+02:00
0,-23.222727,,-30.146378,,2022-10-22T04:57:00.000+02:00,2022-10-22T04:58:00.000+02:00
0,-22.30973,,-29.177273,,2022-05-24T04:21:00.000+02:00,2022-05-24T04:22:00.000+02:00
