pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
1,-22.367258,,-29.35199,,2022-06-09T06:26:00.000+02:00,2022-06-09T06:27:00.000+02:00
0,-23.350214,,-30.272799,,2022-10-18T04:49:00.000+02:00,2022-10-18T04:50:00.000+02:00
1,-22.114773,,-29.119389,,2022-07-28T05:18:00.000+02:00,2022-07-28T05:19:00.000+02:00
1,-22.301918,,-29.000425,,2022-05-18T05:45:00.000+02:00,2022-05-18T05:46:00.000+02:00
0,-22.44858,,-28.490128,,2022-06-30T08:48:00.000+02:00,2022-06-30T08:49:00.000+02:00
0,-22.48125,,-29.37507,,2022-06-20T00:21:00.000+02:00,2022-06-20T00:22:00.000+02:00
0,-20.607315,,-29.129333,,2022-12-23T03:38:00.000+01:00,2022-12-23T03:39:00.000+01:00
0,-22.532032,,-29.457813,,2022-09-09T11:29:00.000+02:00,2022-09-09T11:30:00.000+02:00
0,-23.210653,,-30.412714,,2022-12-02T17:03:00.000+01:00,2022-12-02T17:04:00.000+01:00
0,-22.363354,,-29.490482,,2022-06-12T18:13:00.000+02:00,2022-06-12T18:14:00.000+02:00
0,-22.181889,,-29.096306,,2022-12-12T03:36:00.000+01:00,2022-12-12T03:37:00.000+01:00
0,-22.536648,,-29.583523,,2022-09-01T11:29:00.000+02:00,2022-09-01T11:30:00.000+02:00
0,-20.425852,,-28.921947,,2022-12-23T21:07:00.000+01:00,2022-12-23T21:08:00.000+01:00
0,-22.36868,,-29.2451,,2022-05-21T01:13:00.000+02:00,2022-05-21T01:14:00.000+02:00
0,-22.914135,,-29.645668,,2022-09-17T10:52:00.000+02:00,2022-09-17T10:53:00.000+02:00
0,-22.289845,,-29.021023,,2022-06-26T06:06:00.000+02:00,2022-06-26T06:07:00.000+02:00
0,-22.643183,,-29.589205,,2022-11-18T03:51:00.000+01:00,2022-11-18T03:52:00.000+01:00
0,-24.019247,,-30.611221,,2022-12-07T04:58:00.000+01:00,2022-12-07T04:59:00.000+01:00
0,-22.65632,,-29.797657,,2022-07-02T19:22:00.000+02:00,2022-07-02T19:23:00.000+02:00
0,-22.540554,,-29.730896,,2022-07-25T13:03:00.000+02:00,2022-07-25T13:04:00.000+02:00
0,-22.896023,,-29.782387,,2022-09-28T03:24:00.000+02:00,2022-09-28T03:25:00.000+02:00
0,-22.667685,,-30.199646,,2022-11-06T22:12:00.000+01:00,2022-11-06T22:13:00.000+01:00
0,-22.52422,,-29.596308,,2022-07-11T20:44:00.000+02:00,2022-07-11T20:45:00.000+02:00
0,-22.247585,,-29.349857,,2022-07-30T23:35:00.000+02:00,2022-07-30T23:36:00.000+02:00
0,-22.220242,,-29.221306,,2022-05-29T06:31:00.000+02:00,2022-05-29T06:32:00.000+02:00
1,-20.550142,,-28.902771,,2022-12-18T17:10:00.000+01:00,2022-12-18T17:11:00.000+01:00
0,-22.834944,,-29.919815,,2022-07-06T06:14:00.000+02:00,2022-07-06T06:15:00.000+02:00
0,-23.534163,,-30.566833,,2022-11-21T09:15:00.000+01:00,2022-11-21T09:16:00.000+01:00
0,-22.312927,,-29.380398,,2022-11-02T00:18:00.000+01:00,2022-11-02T00:19:00.000+01:00
0,-20.52848,,-28.862288,,2022-12-19T17:22:00.000+01:00,2022-12-19T17:23:00.000+01:00
0,-22.260725,,-29.400993,,2022-08-29T19:24:00.000+02:00,2022-08-29T19:25:00.000+02:00
0,-22.420525,,-29.587784,,2022-07-18T16:09:00.000+02:00,2022-07-18T16:10:00.000+02:00
0,-23.327486,,-30.510014,,2022-10-18T18:23:00.000+02:00,2022-10-18T18:24:00.000+02:00
0,-22.37791,,-29.582102,,2022-07-30T13:36:00.000+02:00,2022-07-30T13:37:00.000+02:00
0,-22.528126,,-29.620455,,2022-06-28T17:42:00.000+02:00,2022-06-28T17:43:00.000+02:00
0,-23.264631,,-30.03132,,2022-09-30T10:00:00.000+02:00,2022-09-30T10:01:00.000+02:00
0,-24.029545,,-30.61797,,2022-12-07T05:48:00.000+01:00,2022-12-07T05:49:00.000+01:00
0,-22.535583,,-29.66662,,2022-07-06T08:46:00.000+02:00,2022-07-06T08:47:00.000+02:00
1,-22.314701,,-29.344532,,2022-11-01T22:42:00.000+01:00,2022-11-01T22:43:00.000+01:00
0,-22.057243,,-28.709589,,2022-12-10T19:09:00.000+01:00,2022-12-10T19:10:00.000+01:00
