pluie,mean_std,stddev_std,mean_rad,stddev_rad,window_start,window_end
0,-22.208878,,-29.25007,,2022-07-20T22:29:00.000+02:00,2022-07-20T22:30:00.000+02:00
0,-22.46456,,-29.469532,,2022-09-08T10:08:00.000+02:00,2022-09-08T10:09:00.000+02:00
1,-23.598793,,-30.5402,,2022-12-04T21:33:00.000+01:00,2022-12-04T21:34:00.000+01:00
0,-22.720951,,-29.972017,,2022-06-13T11:14:00.000+02:00,2022-06-13T11:15:00.000+02:00
0,-23.678337,,-30.072514,,2022-10-20T08:39:00.000+02:00,2022-10-20T08:40:00.000+02:00
0,-23.347372,,-30.187927,,2022-10-22T07:07:00.000+02:00,2022-10-22T07:08:00.000+02:00
0,-20.678694,,-29.031677,,2022-12-24T06:53:00.000+01:00,2022-12-24T06:54:00.000+01:00
0,-23.24723,,-30.230185,,2022-10-20T21:27:00.000+02:00,2022-10-20T21:28:00.000+02:00
0,-22.541975,,-29.552273,,2022-08-30T12:36:00.000+02:00,2022-08-30T12:37:00.000+02:00
0,-23.090626,,-30.178694,,2022-11-04T11:29:00.000+01:00,2022-11-04T11:30:00.000+01:00
0,-22.68757,,-29.551918,,2022-09-21T23:05:00.000+02:00,2022-09-21T23:06:00.000+02:00
0,-24.4777,,-31.103764,,2022-12-06T09:05:00.000+01:00,2022-12-06T09:06:00.000+01:00
0,-23.051563,,-30.054049,,2022-11-13T23:43:00.000+01:00,2022-11-13T23:44:00.000+01:00
0,-22.310085,,-28.816122,,2022-11-06T01:29:00.000+01:00,2022-11-06T01:30:00.000+01:00
0,-22.650993,,-30.15135,,2022-11-06T21:29:00.000+01:00,2022-11-06T21:30:00.000+01:00
0,-22.602345,,-29.488352,,2022-09-20T02:59:00.000+02:00,2022-09-20T03:00:00.000+02:00
0,-23.652771,,-30.44574,,2022-10-15T08:42:00.000+02:00,2022-10-15T08:43:00.000+02:00
0,-23.49297,,-30.449291,,2022-10-10T14:31:00.000+02:00,2022-10-10T14:32:00.000+02:00
0,-23.052628,,-30.485867,,2022-11-08T10:19:00.000+01:00,2022-11-08T10:20:00.000+01:00
0,-21.111221,,-29.328552,,2022-12-21T09:29:00.000+01:00,2022-12-21T09:30:00.000+01:00
0,-22.033096,,-29.170881,,2022-08-11T01:11:00.000+02:00,2022-08-11T01:12:00.000+02:00
0,-23.322159,,-30.309376,,2022-10-01T14:55:00.000+02:00,2022-10-01T14:56:00.000+02:00
0,-22.159163,,-29.271732,,2022-08-04T06:17:00.000+02:00,2022-08-04T06:18:00.000+02:00
1,-22.396023,,-29.369389,,2022-05-20T20:31:00.000+02:00,2022-05-20T20:32:00.000+02:00
0,-22.769247,,-29.76534,,2022-09-17T14:35:00.000+02:00,2022-09-17T14:36:00.000+02:00
0,-22.43118,,-29.546947,,2022-06-30T19:12:00.000+02:00,2022-06-30T19:13:00.000+02:00
0,-22.069674,,-29.172302,,2022-08-10T07:02:00.000+02:00,2022-08-10T07:03:00.000+02:00
0,-22.233025,,-29.219532,,2022-06-13T04:07:00.000+02:00,2022-06-13T04:08:00.000+02:00
0,-22.322868,,-29.192898,,2022-05-18T02:06:00.000+02:00,2022-05-18T02:07:00.000+02:00
0,-22.689701,,-29.491549,,2022-09-22T05:47:00.000+02:00,2022-09-22T05:48:00.000+02:00
0,-23.581038,,-30.650639,,2022-11-11T11:32:00.000+01:00,2022-11-11T11:33:00.000+01:00
0,-23.165554,,-30.144247,,2022-10-05T03:26:00.000+02:00,2022-10-05T03:27:00.000+02:00
0,-22.54304,,-29.739418,,2022-11-04T18:18:00.000+01:00,2022-11-04T18:19:00.000+01:00
0,-22.72912,,-29.878977,,2022-07-03T07:53:00.000+02:00,2022-07-03T07:54:00.000+02:00
0,-22.371876,,-29.015696,,2022-11-01T01:08:00.000+01:00,2022-11-01T01:09:00.000+01:00
0,-23.142826,,-30.368324,,2022-11-22T14:53:00.000+01:00,2022-11-22T14:54:00.000+01:00
0,-22.646378,,-30.151705,,2022-11-09T00:32:00.000+01:00,2022-11-09T00:33:00.000+01:00
0,-22.46172,,-29.678694,,2022-11-16T16:16:00.000+01:00,2022-11-16T16:17:00.000+01:00
0,-22.521732,,-29.466335,,2022-06-15T20:09:00.000+02:00,2022-06-15T20:10:00.000+02:00
0,-22.359446,,-29.21243,,2022-09-13T22:46:00.000+02:00,2022-09-13T22:47:00.000+02:00
0,-22.688637,,-29.645668,,2022-09-15T16:08:00.000+02:00,2022-09-15T16:09:00.000+02:00
0,-22.277414,,-29.395313,,2022-06-13T07:22:00.000+02:00,2022-06-13T07:23:00.000+02:00
0,-22.299076,,-29.190413,,2022-09-14T01:09:00.000+02:00,2022-09-14T01:10:00.000+02:00
0,-22.706392,,-29.791618,,2022-09-02T12:27:00.000+02:00,2022-09-02T12:28:00.000+02:00
0,-22.669815,,-30.077486,,2022-11-07T03:44:00.000+01:00,2022-11-07T03:45:00.000+01:00
0,-22.331038,,-29.383595,,2022-11-16T22:58:00.000+01:00,2022-11-16T22:59:00.000+01:00
1,-22.550852,,-29.298012,,2022-07-01T00:13:00.000+02:00,2022-07-01T00:14:00.000+02:00
0,-22.487642,,-29.42159,,2022-09-09T12:07:00.000+02:00,2022-09-09T12:08:00.000+02:00
0,-22.526705,,-29.51108,,2022-10-30T06:53:00.000+01:00,2022-10-30T06:54:00.000+01:00
0,-21.057243,,-29.272799,,2022-12-14T09:32:00.000+01:00,2022-12-14T09:33:00.000+01:00
0,-22.891762,,-30.050497,,2022-11-17T16:14:00.000+01:00,2022-11-17T16:15:00.000+01:00
0,-22.233381,,-29.33068,,2022-08-01T19:19:00.000+02:00,2022-08-01T19:20:00.000+02:00
0,-22.622585,,-29.60838,,2022-09-24T18:25:00.000+02:00,2022-09-24T18:26:00.000+02:00
0,-22.224503,,-29.22983,,2022-08-18T00:04:00.000+02:00,2022-08-18T00:05:00.000+02:00
0,-22.095596,,-29.305115,,2022-09-02T21:36:00.000+02:00,2022-09-02T21:37:00.000+02:00
1,-23.54659,,-28.369743,,2022-09-16T13:17:00.000+02:00,2022-09-16T13:18:00.000+02:00
0,-23.715626,,-30.762144,,2022-11-28T07:27:00.000+01:00,2022-11-28T07:28:00.000+01:00
0,-22.590626,,-29.647799,,2022-09-21T20:09:00.000+02:00,2022-09-21T20:10:00.000+02:00
0,-22.387146,,-29.206038,,2022-05-18T01:03:00.000+02:00,2022-05-18T01:04:00.000+02:00
0,-22.439346,,-29.539133,,2022-06-30T19:11:00.000+02:00,2022-06-30T19:12:00.000+02:00
0,-22.04233,,-29.103409,,2022-08-13T02:25:00.000+02:00,2022-08-13T02:26:00.000+02:00
0,-23.95355,,-31.120098,,2022-12-01T09:24:00.000+01:00,2022-12-01T09:25:00.000+01:00
0,-21.108381,,-29.302273,,2022-12-26T11:54:00.000+01:00,2022-12-26T11:55:00.000+01:00
0,-23.453552,,-31.018892,,2022-11-30T15:27:00.000+01:00,2022-11-30T15:28:00.000+01:00
0,-23.362288,,-30.448935,,2022-12-03T18:16:00.000+01:00,2022-12-03T18:17:00.000+01:00
0,-22.413778,,-29.344887,,2022-10-29T05:46:00.000+02:00,2022-10-29T05:47:00.000+02:00
0,-22.91733,,-30.018892,,2022-08-25T18:17:00.000+02:00,2022-08-25T18:18:00.000+02:00
0,-23.098793,,-30.150993,,2022-10-13T17:00:00.000+02:00,2022-10-13T17:01:00.000+02:00
0,,,,,2022-06-09T23:56:00.000+02:00,2022-06-09T23:57:00.000+02:00
0,-22.252201,,-29.199646,,2022-05-19T04:14:00.000+02:00,2022-05-19T04:15:00.000+02:00
0,-23.219177,,-30.26534,,2022-10-21T22:14:00.000+02:00,2022-10-21T22:15:00.000+02:00
0,-20.491192,,-28.876492,,2022-12-22T18:51:00.000+01:00,2022-12-22T18:52:00.000+01:00
0,-22.210299,,-29.292685,,2022-08-02T00:53:00.000+02:00,2022-08-02T00:54:00.000+02:00
0,-22.301563,,-29.235867,,2022-06-05T03:27:00.000+02:00,2022-06-05T03:28:00.000+02:00
0,-23.121164,,-30.071804,,2022-09-28T15:20:00.000+02:00,2022-09-28T15:21:00.000+02:00
0,-22.241194,,-29.254332,,2022-05-29T06:41:00.000+02:00,2022-05-29T06:42:00.000+02:00
0,-23.291618,,-30.5125,,2022-12-02T02:40:00.000+01:00,2022-12-02T02:41:00.000+01:00
0,-22.799786,,-30.105541,,2022-11-07T06:40:00.000+01:00,2022-11-07T06:41:00.000+01:00
0,-22.912714,,-30.022799,,2022-08-24T20:49:00.000+02:00,2022-08-24T20:50:00.000+02:00
0,-22.260014,,-29.255398,,2022-05-27T07:20:00.000+02:00,2022-05-27T07:21:00.000+02:00
0,-22.552628,,-29.610867,,2022-09-07T13:27:00.000+02:00,2022-09-07T13:28:00.000+02:00
0,-22.191477,,-29.344887,,2022-12-08T17:32:00.000+01:00,2022-12-08T17:33:00.000+01:00
0,,,,,2022-05-22T21:38:00.000+02:00,2022-05-22T21:39:00.000+02:00
0,-23.461008,,-30.421946,,2022-12-03T12:37:00.000+01:00,2022-12-03T12:38:00.000+01:00
0,-22.696804,,-29.612286,,2022-09-20T17:10:00.000+02:00,2022-09-20T17:11:00.000+02:00
0,-22.621876,,-29.776705,,2022-05-17T12:45:00.000+02:00,2022-05-17T12:46:00.000+02:00
0,-22.560085,,-29.595242,,2022-11-14T19:14:00.000+01:00,2022-11-14T19:15:00.000+01:00
0,-23.458523,,-30.401705,,2022-10-09T14:07:00.000+02:00,2022-10-09T14:08:00.000+02:00
