_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-05 10:48:00,-17.54,-26.48,0.0,-17.54,-26.48,0.0,0.0
2023-02-05 10:49:00,-17.46,-26.52,0.0,-17.46,-26.52,0.0,0.0
2023-02-05 10:50:00,-17.35,-26.53,0.0,-17.35,-26.53,0.0,0.0
2023-02-05 10:51:00,-17.5,-26.52,0.0,-17.5,-26.52,0.0,0.0
2023-02-05 10:52:00,-17.5,-26.51,0.0,-17.5,-26.51,0.0,0.0
2023-02-05 10:53:00,-17.45,-26.52,0.0,-17.45,-26.52,0.0,0.0
2023-02-05 10:54:00,-17.44,-26.51,0.0,-17.44,-26.51,0.0,0.0
2023-02-05 10:55:00,-17.61,-26.53,0.0,-17.61,-26.53,0.0,0.0
