_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-27 13:05:00,-17.57,-26.44,0.0,-17.57,-26.44,0.0,0.0
2023-02-27 13:06:00,-17.61,-26.48,0.0,-17.61,-26.48,0.0,0.0
2023-02-27 13:07:00,-17.42,-26.45,0.0,-17.42,-26.45,0.0,0.0
2023-02-27 13:08:00,-17.44,-26.41,0.0,-17.44,-26.41,0.0,0.0
2023-02-27 13:09:00,-17.36,-26.45,0.0,-17.36,-26.45,0.0,0.0
2023-02-27 13:10:00,-17.72,-26.45,0.0,-17.72,-26.45,0.0,0.0
2023-02-27 13:11:00,-17.53,-26.41,0.0,-17.53,-26.41,0.0,0.0
2023-02-27 13:12:00,-17.53,-26.46,0.0,-17.53,-26.46,0.0,0.0
