_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-12 00:43:00,-17.11,-25.99,0.0,-17.11,-25.99,0.0,0.0
2023-02-12 00:44:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:45:00,-17.06,-25.99,0.0,-17.06,-25.99,0.0,0.0
2023-02-12 00:46:00,-17.09,-25.98,0.0,-17.09,-25.98,0.0,0.0
2023-02-12 00:47:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:48:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:49:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 00:50:00,-17.15,-26.0,0.0,-17.15,-26.0,0.0,0.0
