_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-03 00:28:00,-17.07,-25.99,0.0,-17.07,-25.99,0.0,0.0
2023-02-03 00:29:00,-17.05,-26.0,0.0,-17.05,-26.0,0.0,0.0
2023-02-03 00:30:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-03 00:31:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-03 00:32:00,-17.11,-26.0,0.0,-17.11,-26.0,0.0,0.0
2023-02-03 00:33:00,-17.07,-26.0,0.0,-17.07,-26.0,0.0,0.0
2023-02-03 00:34:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-03 00:35:00,-17.05,-26.0,0.0,-17.05,-26.0,0.0,0.0
