_c0,signal_std,signal_rad,signal_temperature,critere,pluie,baseline_std,baseline_rad,rainfall_db,rainfall_mmh,model,is_rain_assimilated
2022-11-23 22:39:00,-19.966335,-31.131817,24.0625,6.5728986e-05,0,-19.966335,-31.131817,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:40:00,-19.993324,-31.131107,24.0625,5.8078364e-05,0,-19.993324,-31.131107,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:41:00,-19.972729,-31.124006,24.125,5.7300327e-05,0,-19.972729,-31.124006,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:42:00,-19.954262,-31.120455,24.0625,6.303595e-05,0,-19.954262,-31.120455,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:43:00,-19.964203,-31.119034,24.15625,7.629511e-05,0,-19.964203,-31.119034,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:44:00,-19.940767,-31.136791,24.15625,8.552262e-05,0,-19.940767,-31.136791,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:45:00,-19.952843,-31.128267,24.1875,8.7223205e-05,0,-19.952843,-31.128267,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:46:00,-19.996876,-31.126137,24.1875,8.591419e-05,0,-19.996876,-31.126137,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:47:00,-20.004688,-31.132528,24.1875,8.0395635e-05,0,-20.004688,-31.132528,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:48:00,-19.95142,-31.121876,24.15625,7.554445e-05,0,-19.95142,-31.121876,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:49:00,-19.973438,-31.128979,24.1875,8.5364125e-05,0,-19.973438,-31.128979,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:50:00,-19.932245,-31.128267,24.21875,0.00010082006,0,-19.932245,-31.128267,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:51:00,-19.925142,-31.128265,24.1875,0.000107440166,0,-19.925142,-31.128265,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:52:00,-20.01534,-31.13608,24.21875,0.00010530683,0,-20.01534,-31.13608,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:53:00,-20.023865,-31.128977,24.21875,9.352046e-05,0,-20.023865,-31.128977,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:54:00,-19.947868,-31.126137,24.1875,7.5751355e-05,0,-19.947868,-31.126137,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:55:00,-19.959942,-31.120455,24.1875,6.936898e-05,0,-19.959942,-31.120455,0.0,0.0,dual_WUH_WLV,True
2022-11-23 22:56:00,-19.95284,-31.124716,24.1875,6.643507e-05,0,-19.95284,-31.124716,0.0,0.0,dual_WUH_WLV,True
